时间,上证指数,上证50,沪深300,中证500,万得全A
2013-05-22,0.010849443329579107,0.013606981751787069,0.01288743326677221,0.014027521497945427,0.011814027950470998
2013-05-23,0.010866715675494288,0.013649609853430306,0.012906491616043505,0.014035271652487661,0.011826206892501002
2013-05-24,0.010866598642751305,0.013640106330243143,0.012900966086962519,0.01406876636341879,0.01184004691017891
2013-05-27,0.010866347984902523,0.013640307393846644,0.012901013961084685,0.014082617634588275,0.011844320973554538
2013-05-28,0.010867775067854975,0.013685909767728327,0.012904425922543036,0.01406055704644426,0.011829556845630395
2013-05-29,0.01083204248163256,0.013656710427865695,0.012868984338624745,0.014038084425663538,0.011800674039903081
2013-05-30,0.010794689211609051,0.013627989777805022,0.012833404724263938,0.01400204482164005,0.011764013545501306
2013-05-31,0.010804370661852178,0.013633300792091477,0.012847498872890046,0.014007969745045326,0.011775854329413292
2013-06-03,0.010783142851859018,0.01360446659927039,0.012810279114181904,0.0139810016223891,0.011755525436825185
2013-06-04,0.010805032868946945,0.01361707765344468,0.012839348282992411,0.014036974988709016,0.011803713653966827
2013-06-05,0.01080009676957104,0.013617674671959465,0.012829274623440471,0.014028968614007847,0.01179640722613188
2013-06-06,0.010819638998084009,0.013632089713833909,0.012843401675687465,0.014054829693271164,0.011820566032418444
2013-06-07,0.010827764033819484,0.01363214675709405,0.012848669587795384,0.014081733949690218,0.011836914645945606
2013-06-13,0.010944696015442526,0.013772889898066562,0.012994332130621341,0.01415674059901078,0.011969729181350329
2013-06-14,0.010952428739202297,0.013772124651521967,0.013001238328979904,0.014212940348657607,0.012002304491936004
2013-06-17,0.010949077313888486,0.013770610548416454,0.013003225134609386,0.014213739109994634,0.012001274246195707
2013-06-18,0.010949511556518634,0.013777151823584188,0.013009622589059123,0.014214680339529828,0.012005703389253209
2013-06-19,0.010823632914403197,0.013690407477514323,0.012897205482435392,0.014067869973436276,0.011883759670291606
2013-06-20,0.010961776150904788,0.013849474826197937,0.013063550276273643,0.014222320954340433,0.012067653588871952
2013-06-21,0.010966056821818799,0.013848394918352923,0.013063862071178888,0.014223058657677779,0.012068932421635384
2013-06-24,0.011452447533862523,0.014457676406896625,0.013649497815193402,0.01474830975955494,0.012721219807055706
2013-06-25,0.011449143477845963,0.014442756947562054,0.01364396386821433,0.014747777789551032,0.012719132838548726
2013-06-26,0.011429013027536097,0.014443537137175973,0.01361565306022842,0.014759461712423767,0.012713496593638855
2013-06-27,0.011421870083381847,0.014439918733030901,0.013610667702322103,0.01478849079558014,0.012723028829770227
2013-06-28,0.011433260312071685,0.014508598182983482,0.013623965008944654,0.014740676084397365,0.012701164746242465
2013-07-01,0.01143091214077244,0.014499779213189647,0.013621885380873,0.014799407811187168,0.012733298796928944
2013-07-02,0.011432762592762342,0.01449420488046094,0.013622970164832701,0.014837288453945378,0.012749097441841726
2013-07-03,0.011434737002090314,0.014509893627764203,0.013626931177817466,0.014824088820588756,0.012745561726351006
2013-07-04,0.011435529185608787,0.014515356827710579,0.013628170381370706,0.01482613572015582,0.012748285655859016
2013-07-05,0.01143416784680733,0.014518566278726254,0.013628684001420489,0.01482555044348839,0.012748583263316586
2013-07-08,0.01150231695153169,0.014554642777725368,0.013708515469287657,0.015006355873473374,0.012881639255360068
2013-07-09,0.011461695440051989,0.014513305976416847,0.013639373524056064,0.01491383984073375,0.012831157031041332
2013-07-10,0.011546854094253843,0.014619756961623228,0.013760492122818125,0.015044515965542994,0.012967132197989858
2013-07-11,0.011729172031764898,0.015067892902460845,0.014069184636865208,0.015147382588064437,0.013195623670276345
2013-07-12,0.011757879143511825,0.015173577945237679,0.01412701605642929,0.015131841630635474,0.013213806652005756
2013-07-15,0.011742830896608129,0.015153353708606439,0.014123857789031295,0.015163314974198492,0.013239230377036518
2013-07-16,0.011744653720042667,0.015153262688802653,0.014126657243944078,0.015166889421519999,0.013247292387644466
2013-07-17,0.011760654531261015,0.0151817380013975,0.014157926183990826,0.01519472261999969,0.013279887055776152
2013-07-18,0.011778462350864624,0.015236753689201282,0.01419480379615756,0.015191316062040224,0.01329241879298986
2013-07-19,0.011794269120794482,0.015300617729725232,0.014250456461038457,0.015205356508099696,0.013356523615948948
2013-07-22,0.0117827390825395,0.01528826422657955,0.014210708111983881,0.015203985016785958,0.013355145801708913
2013-07-23,0.011755426901619525,0.015306966158272565,0.0142585008304861,0.015195129685550916,0.013385159346808104
2013-07-24,0.011758367022743327,0.015335579430220797,0.014263883853014707,0.015186027397474185,0.013382377152514042
2013-07-25,0.011759336616661741,0.015332804696663595,0.014258180392384879,0.015219180457083785,0.013400264008477785
2013-07-26,0.01175929010434153,0.015332606121512132,0.014248965994310985,0.015195801484987845,0.013393488304148065
2013-07-29,0.011807805352547449,0.015407992589141365,0.0143124653873019,0.015243104400154334,0.013453813965400602
2013-07-30,0.011767102202164849,0.015392488765469848,0.014259587830926224,0.015071736799267356,0.013383958727844588
2013-07-31,0.011760868705324015,0.015385771156309227,0.014254516882584096,0.015069640426333256,0.013380728830452758
2013-08-01,0.011812967412177921,0.01545184203415248,0.014336113674564175,0.015156307684451802,0.013481095524581344
2013-08-02,0.01180350614241917,0.015448302426046372,0.014333637689936419,0.015139930127499502,0.01347254410876652
2013-08-05,0.01181362198678615,0.015454693275856014,0.014345499260609863,0.015168818778416441,0.013495464544552112
2013-08-06,0.011791558796654932,0.015415005613202522,0.014325627062108545,0.015169904949963703,0.013482219744307673
2013-08-07,0.011797792149260548,0.015415573315798146,0.014327230602195866,0.015177486205966133,0.013492073267188926
2013-08-08,0.011794063070462745,0.015416637699078004,0.014321415968127764,0.015167340965852207,0.01348745600282494
2013-08-09,0.011792666593332425,0.015420059463309104,0.014319786078243815,0.015156968167452394,0.013483774903479635
2013-08-12,0.011889450930286828,0.015594126223688312,0.014438483711969591,0.015183077213164586,0.013550662911493505
2013-08-13,0.011876954535807751,0.015597328335716155,0.014434710272345885,0.015128835936974677,0.01353715629339183
2013-08-14,0.011876834994935612,0.015600095411476462,0.014437108419509799,0.015084660964626307,0.013534540648404595
2013-08-15,0.011874913507205726,0.015602396795267388,0.014439801114030528,0.015071223051673657,0.013538065413082698
2013-08-16,0.011876383598225508,0.01559685116111276,0.014433485336171403,0.01512791968030223,0.013563919184184717
2013-08-19,0.011870273337950843,0.015607519040497774,0.014443858295581384,0.01510675194429103,0.013579828159363691
2013-08-20,0.011858355704845286,0.015604299571818437,0.014427689050933027,0.015035810369715411,0.013558051871416128
2013-08-21,0.011858062267543464,0.015606358728083383,0.014427796939041454,0.015032470049699192,0.013557902298312073
2013-08-22,0.011858845281045288,0.01560667241964119,0.014428317182045864,0.015030984336676746,0.013557869146147223
2013-08-23,0.011855843954452501,0.015615991880104079,0.014423854383088505,0.015005510871053259,0.013551561859103379
2013-08-26,0.01191637446658365,0.01567886763211886,0.0144838217810287,0.015059971790946038,0.013616209441243763
2013-08-27,0.011880030884062937,0.015627939003012455,0.014429122249554307,0.014993574965376148,0.013579024795884896
2013-08-28,0.011878688328756293,0.015632108106517256,0.014432796275816232,0.014991654957161317,0.01358564203063227
2013-08-29,0.01185879858041097,0.01560821047376121,0.014418945472943371,0.014972247168539569,0.013570379935037997
2013-08-30,0.01185708658454042,0.015606955897897304,0.014415713747408822,0.014978952653668847,0.013576259366651385
2013-09-02,0.011856828655919237,0.015607146817126464,0.014415639037193945,0.014984541736092065,0.01357980847119973
2013-09-03,0.011877456032492427,0.015627611671738605,0.014441394519521153,0.015011830714584494,0.013612310421722503
2013-09-04,0.011873448090260221,0.015627479414105267,0.014438372632071232,0.014988162992211592,0.01360564878311085
2013-09-05,0.011870172556600844,0.015625574786875412,0.014431670382294308,0.014976324402161682,0.01359970414908288
2013-09-06,0.011880444979123172,0.01563695944021695,0.014436837220446542,0.014978884486044479,0.013606366709964873
2013-09-09,0.012053569182639466,0.015996670233711378,0.014585463691544329,0.014940797101242305,0.01365479770928161
2013-09-10,0.012021771741226303,0.01596981570623551,0.014548292352207502,0.014863226597042195,0.013615917606965183
2013-09-11,0.012011029257860132,0.01596214261671783,0.014547031233189173,0.014875069795806857,0.013611877238462309
2013-09-12,0.01200020694053355,0.01598554061694967,0.014542038825772518,0.014867887649875778,0.01360209158483174
2013-09-13,0.012013740271574449,0.01600829251833915,0.014550214721950009,0.014830438259751524,0.01360005989268949
2013-09-16,0.012013455090948413,0.016009062298564303,0.014551687331490962,0.01482975098225409,0.013599641753953682
2013-09-17,0.01208160317499556,0.016073741881388267,0.014598929100677753,0.014829582110518288,0.013645136180852205
2013-09-18,0.012072413954209478,0.01606538973796543,0.014581962334277077,0.014820478398354276,0.013636892700016216
2013-09-23,0.012098393063724858,0.016064495538908447,0.01461544557603223,0.014868595936672903,0.013683192214363026
2013-09-24,0.012098133062257368,0.0161253268019733,0.014627312653208751,0.01485383257891283,0.01368171540742773
2013-09-25,0.011875956586363506,0.01589314445014616,0.01435991887375409,0.01468549716617401,0.013491005443519884
2013-09-26,0.011938889135938574,0.01593219036134355,0.014406163416610876,0.014739772976481328,0.013545310382029014
2013-09-27,0.011931571737705102,0.01592280961177567,0.014402589282995952,0.014738233269980734,0.013540790963550963
2013-09-30,0.011937748925906311,0.015923078333775702,0.014405490090100356,0.01475249010561163,0.0135536983152808
2013-10-08,0.011946489989047094,0.015929273308855556,0.01441727650865773,0.014758842918578654,0.013570997583625781
2013-10-09,0.011946066253496632,0.01591796585863382,0.01441306852322643,0.014772314015469286,0.013577813940790861
2013-10-10,0.011883162575546228,0.015908676327323085,0.014341087440687907,0.014647119308220602,0.013510953310694622
2013-10-11,0.011914882778799048,0.0159376257333014,0.01435908621911124,0.014678771560335169,0.013534489140958493
2013-10-14,0.011915261091942088,0.015939686606455835,0.01435652783793719,0.014679956620523214,0.013535865728273607
2013-10-15,0.011840114792536634,0.015899391847081223,0.014283823575824705,0.01455665557733554,0.013452189552475933
2013-10-16,0.011897884900371898,0.015921991796186998,0.014335600284555902,0.014660342484507498,0.01354608811160267
2013-10-17,0.011897537362719635,0.015921739207606176,0.014330713521810723,0.014655575998911312,0.013545563760888163
2013-10-18,0.01189733964308683,0.015925650913711384,0.01433279649703095,0.014647165954639293,0.013547508497862055
2013-10-21,0.011911323066380108,0.015935764434521146,0.014358732301570684,0.014643729718255895,0.013578883582894845
2013-10-22,0.011813446409524073,0.01583671312813215,0.014248165943889867,0.014599804856455128,0.013503356413685275
2013-10-23,0.011806824272415122,0.015805965933198503,0.014221320073154858,0.01465277415326338,0.013523458227361077
2013-10-24,0.01181426702487346,0.015805438595165318,0.014214617535497204,0.014655608264645579,0.013526352573028253
2013-10-25,0.01178613410010797,0.015761664383899716,0.01417330237884454,0.0146270040143802,0.013503830583277256
2013-10-28,0.011785380604341764,0.015761417696035115,0.014173201820104451,0.014618528654373207,0.013502283135387344
2013-10-29,0.011775053363274416,0.015782377455583432,0.014161262764586399,0.014694524918102938,0.013508311841646244
2013-10-30,0.011811713345538054,0.015799955212746148,0.014191751191582383,0.01472687338143641,0.01354228533284463
2013-10-31,0.011823476845639778,0.015822105991682333,0.014217756493754197,0.0147492044016348,0.013570553956167119
2013-11-01,0.011825618932378075,0.01583063711751208,0.014220405490226316,0.014750278879051155,0.013570548249176343
2013-11-04,0.011824004562182097,0.015832142178764594,0.01422093153651932,0.014755287059506779,0.013570197456963154
2013-11-05,0.011800478756950845,0.015810372743423083,0.014188802827814635,0.014741759976059941,0.01355181122028396
2013-11-06,0.011811646119345575,0.01582843094699393,0.014211663667050439,0.014757510640004337,0.013570440505163057
2013-11-07,0.011814949065211943,0.015827680602201185,0.014214137897453799,0.014784619725926207,0.01358443544898842
2013-11-08,0.011822766754635864,0.015839468431111413,0.014219146367555077,0.01479602708611645,0.013601158339518546
2013-11-11,0.011823088263158543,0.015839897294313884,0.014220175505783632,0.01479790752342812,0.01360366011898242
2013-11-12,0.011826190227861728,0.015853311172615604,0.014227481887515674,0.014794183049102561,0.01360949991461038
2013-11-13,0.011834747684674053,0.015898812921264566,0.014246540405221924,0.014789881054899695,0.013625824481214036
2013-11-14,0.011838370589089275,0.015890421368996165,0.014249019951857617,0.01481099056069553,0.013640661449828707
2013-11-15,0.011884851135186936,0.015941070741756116,0.014303845971983229,0.014866185265368597,0.013699316728137536
2013-11-18,0.012019723966436285,0.016172975527260422,0.014449492322583376,0.014941204164493332,0.013816359396381072
2013-11-19,0.01197263814762736,0.016139403933311394,0.01440786802576906,0.014897750415979781,0.01377475039431996
2013-11-20,0.011972940013873709,0.016136631881220852,0.014409520943481652,0.014904465805456651,0.01377817015388738
2013-11-21,0.011972540006190672,0.01614791856464679,0.014414456555178107,0.014903232097248337,0.013780895345302479
2013-11-22,0.011973196468009244,0.016148200919331408,0.014415528122799304,0.014901362548565068,0.013781071536190813
2013-11-25,0.011977206163603406,0.016151710353529844,0.014417195956053647,0.014901129020377662,0.013781738270086939
2013-11-26,0.011931915442415392,0.016118689183804876,0.014368415307058529,0.014812081127881318,0.013730858130649014
2013-11-27,0.011942164190486748,0.01613293334217988,0.014384413817542139,0.014823640557505553,0.013750196325666411
2013-11-28,0.011949325792076042,0.016140140103761705,0.014395483811908194,0.014827515160788222,0.013757702628389573
2013-11-29,0.011909110253462986,0.01610761154475873,0.014350495921133152,0.014768024427849476,0.013716833467727342
2013-12-02,0.011913941482673366,0.01611857300457442,0.014358503757589652,0.015046279177102271,0.013860570056938627
2013-12-03,0.011894282855084348,0.016101011599022524,0.014344502248778175,0.015068078439708293,0.01385839788237733
2013-12-04,0.01190994915194275,0.01610518376319531,0.014357909729002302,0.015103704422579373,0.013870840256046355
2013-12-05,0.011911022499058111,0.01610758699811769,0.014359161173143698,0.015104211171675357,0.013873532021055313
2013-12-06,0.011911713463654647,0.016115141485828873,0.014362258169433827,0.015102516355972342,0.013875291966093078
2013-12-09,0.011894266174992186,0.01609176572689626,0.014337720472462193,0.015096434726567293,0.013863376458725141
2013-12-10,0.011884309775006026,0.0160877622996347,0.014327705364264778,0.015068727469693902,0.013850935148991269
2013-12-11,0.01191910815135695,0.016124117209890314,0.01436270562187602,0.015088046308616642,0.013876283548350389
2013-12-12,0.011914543336450627,0.016125071352150917,0.014353476571980281,0.015066208199549753,0.013866890491775878
2013-12-13,0.011885950219080831,0.016120858604908403,0.014333822623121542,0.014882382681723682,0.013823941930365206
2013-12-16,0.01191717118367536,0.016142365942837876,0.01435701122587667,0.014854062410077622,0.013839640567410065
2013-12-17,0.011916185830645609,0.016139094491591423,0.014354510202707137,0.014845942190742383,0.013838769357056569
2013-12-18,0.011905749242918613,0.01612813523960765,0.014338111647640808,0.0148199407674799,0.013827334562094522
2013-12-19,0.011903183483734385,0.016132402450463445,0.014324046567704744,0.014750898021807719,0.013810593302804729
2013-12-20,0.011964780065560726,0.01621464251547358,0.014387846244364365,0.014760754516504417,0.013851555797930577
2013-12-23,0.011828396871322455,0.01605372982366657,0.014211349923511075,0.014587100707387333,0.013721480369575396
2013-12-24,0.011828320113833956,0.016053789198539767,0.014210935887711792,0.014591247027195815,0.013723781323217612
2013-12-25,0.011792165880805608,0.0159984847982197,0.014165125368105037,0.0145386387840203,0.013698541015817049
2013-12-26,0.011816145347973667,0.016008191797080507,0.01419190695285611,0.01454646419561491,0.013730929792644809
2013-12-27,0.011843716914770574,0.01604047944280035,0.014226807689030703,0.014566624246373274,0.013766876511637188
2013-12-30,0.011841923354540132,0.01603367759039194,0.01422513857463675,0.014567165181146504,0.013766097113082163
2013-12-31,0.011836510302210126,0.016050938667754623,0.014231334759550579,0.014539867662019139,0.01375412112739887
2014-01-02,0.011517884086434182,0.015653391923731923,0.013870985662726923,0.014311433005130242,0.013497728620330033
2014-01-03,0.01154103566978862,0.015679470389657273,0.01389405013200314,0.014315606213420822,0.013508683887225715
2014-01-06,0.011596129450733092,0.015705032370888525,0.013968132362532028,0.014428274097346214,0.013604764960138533
2014-01-07,0.011596281751189147,0.015705174482878802,0.013967856869930973,0.014430735561373517,0.013606276580655215
2014-01-08,0.011595026264263198,0.01570359781610748,0.013963326289553341,0.014430014710986967,0.013607407192163867
2014-01-09,0.011598198783607105,0.01570284425855529,0.013970111839905196,0.014448862709733215,0.013625393841436097
2014-01-10,0.011604955882260577,0.015700563590062167,0.01397609458159638,0.014495974305101422,0.01364848674072257
2014-01-13,0.011492010803862451,0.015580928231622736,0.01386232162397452,0.014431106124477228,0.01356031262179468
2014-01-14,0.01150449222046181,0.015582422501247745,0.013871801104867467,0.014462906050654046,0.013585840764628909
2014-01-15,0.011499227391531586,0.015581600030449852,0.01386850942105209,0.0144548516592331,0.013581903650976307
2014-01-16,0.011471046851129747,0.015541442617976409,0.013836984595730526,0.014439703366467561,0.013559903698800497
2014-01-17,0.011437491890324048,0.01549056360718688,0.013822539740959164,0.0144399153397001,0.0135517353655671
2014-01-20,0.011441947052120763,0.015488308171730088,0.0138263448678643,0.014444201307477623,0.013558842760015958
2014-01-21,0.011453242217656829,0.015497649409668888,0.01383826484218772,0.014464158346086761,0.013581335659121526
2014-01-22,0.011535661341863354,0.015559548122200775,0.013935573226598278,0.014541481121940958,0.013672143064742546
2014-01-23,0.011538889191947883,0.015570551383478112,0.01393898917744306,0.014546567500898272,0.01367236741546183
2014-01-24,0.011543077832835976,0.015571444305621608,0.013944537000522679,0.014570142102605052,0.013685158947087552
2014-01-27,0.01150710432961628,0.015553068271655751,0.013919991071588625,0.0144759601584685,0.013644398115537653
2014-01-28,0.011339369369678656,0.015334946012701401,0.013705388544090683,0.014315808826528316,0.013494517386814602
2014-01-29,0.011338399214753098,0.015336007789755168,0.013699488199106827,0.01427557525201765,0.013493390990951025
2014-01-30,0.011341566225766743,0.015334114363141927,0.013710137344769696,0.014281429674957711,0.013498213317891639
2014-02-07,0.011329446774589066,0.015318484045839931,0.013702191841242436,0.0143031135546803,0.013503263860211848
2014-02-10,0.011368355739008577,0.015336522038749075,0.013752966423325238,0.01438410075899686,0.013574005286827581
2014-02-11,0.011377286151435611,0.015362474352230095,0.013757272285182826,0.014377511795088685,0.013572543468708922
2014-02-12,0.011374271803460095,0.015362395450413534,0.013754944977046863,0.014353074621545116,0.013570520745823805
2014-02-13,0.011377560445638086,0.015356452936852161,0.013755196634547759,0.014386870835016595,0.013591565160962419
2014-02-14,0.011380522893781926,0.015356905210382889,0.013751281190270378,0.014357842352675695,0.013598959463178281
2014-02-17,0.011392586500810998,0.015352746146058345,0.013756918625452958,0.014402339353624345,0.013625606786250698
2014-02-18,0.01129707871637551,0.015203297167904374,0.013632366804763568,0.014318817862160388,0.013551655699537856
2014-02-19,0.011314563150747784,0.015218075437435034,0.01364008658219291,0.014308515820529584,0.01355099759420216
2014-02-20,0.011296056013149551,0.015223466083821559,0.013646965785772333,0.014336654745439976,0.013566210634476017
2014-02-21,0.011318408035904677,0.015232421207679812,0.01366036264943268,0.014337765256571848,0.013573279823432921
2014-02-24,0.011332175975923696,0.015167047955440572,0.013658001535016923,0.014333332708904488,0.013565242938907162
2014-02-25,0.011398452297428457,0.015201568541176002,0.013746766377472477,0.01450467294518868,0.013725924404794195
2014-02-26,0.01140013707952497,0.01520207174256216,0.013735327872101506,0.014496290351127043,0.013718009428132014
2014-02-27,0.011402198321247007,0.015203972843705036,0.013736156804877253,0.014517339671636738,0.013729980817206826
2014-02-28,0.01140033529549622,0.015192990373532476,0.013755252720045474,0.014529559923029883,0.013748040231011581
2014-03-03,0.01141017391858282,0.015192573022632928,0.01375678605609378,0.014560235931978683,0.013764747248246927
2014-03-04,0.0114077800268077,0.015172784232408053,0.013737923643912353,0.01455714266448635,0.013762851397410675
2014-03-05,0.011378144864491874,0.015153623443449803,0.013700251303101383,0.014512730636641399,0.013720931166897614
2014-03-06,0.01137305102975983,0.015163956983833129,0.013696851669418577,0.01445650566176974,0.013701385328617094
2014-03-07,0.01122122171515119,0.014955025705949223,0.01353316047277917,0.014398310873001648,0.013584956431601609
2014-03-10,0.011358109998465179,0.015078478587738437,0.013679609615440434,0.014600931190672507,0.013767249700928885
2014-03-11,0.011353072086108857,0.015077167020828007,0.013682469282003604,0.014585430119768202,0.013761222595215101
2014-03-12,0.011321285572818423,0.015059861648711448,0.013656807355164108,0.01455191582771548,0.013733162232098776
2014-03-13,0.011328698711091786,0.015060324306616324,0.013663396830811277,0.014566383226282125,0.013751052100226632
2014-03-14,0.011241258800060086,0.014886542705622629,0.013529000425225837,0.014514785040283824,0.013654364678881358
2014-03-17,0.01125919308763813,0.014888863291959093,0.01354469985106614,0.014552397290934469,0.01369040825938498
2014-03-18,0.01102570693880123,0.014523361564080807,0.013235504000666119,0.01437524673280902,0.013439522862209627
2014-03-19,0.010923034494926919,0.014283861971179607,0.013097547112744258,0.014308785475007833,0.01332961144165932
2014-03-20,0.010939509274782357,0.01427704286575175,0.013113371114314112,0.014375543778379123,0.013378214177676815
2014-03-21,0.011063781685179254,0.01448766235526627,0.01328404033338124,0.014404841440280057,0.013459991973153078
2014-03-24,0.011079531464760164,0.014501797379066372,0.013293386726476605,0.014395617199411077,0.013458276023610789
2014-03-25,0.011077970929982032,0.01448887681568679,0.013289689489683546,0.014395685371834237,0.0134567436182718
2014-03-26,0.011060127176840708,0.014467236731220079,0.013261899800349055,0.014303185472384254,0.01340230945225958
2014-03-27,0.011054975695934204,0.01445500202244118,0.01325177575216733,0.014321338210046072,0.013414004443956278
2014-03-28,0.011053933220856052,0.014459150251742244,0.013250392763428159,0.014378337520830686,0.01344013745490285
2014-03-31,0.011053627392526189,0.014460007003121498,0.013249856270472132,0.014384803366723379,0.013443781464914081
2014-04-01,0.011013793934367603,0.014430955323746024,0.013230006403655103,0.014390748802670201,0.013437043805360862
2014-04-02,0.01100831143758883,0.014435896355758255,0.013227550117407425,0.014389819931795228,0.013431896522006366
2014-04-03,0.010884410735023109,0.014202363097460235,0.013054767423331044,0.014299121090072824,0.01329324648884158
2014-04-04,0.010893608076844212,0.014215241424197196,0.013069493471302034,0.014300463654232447,0.013306173304854448
2014-04-08,0.01096303047747233,0.014346524135727455,0.013159448550876625,0.014313317687864893,0.013347419951703392
2014-04-09,0.010965466809641616,0.014346912906280257,0.013159317818758046,0.014322023726023167,0.013351653708754118
2014-04-10,0.010974591551492515,0.014385003818068513,0.013168920692961904,0.014316853820482688,0.013347403494455382
2014-04-11,0.010974418475698378,0.014383221050193858,0.013166952799064742,0.01431989424964569,0.013347824659262805
2014-04-14,0.010829723418024266,0.014154229261715702,0.013007558003052444,0.014201854100865685,0.013196570965652226
2014-04-15,0.010865387413394205,0.01422017807094911,0.013051413241072039,0.014210676642582345,0.013219556547084078
2014-04-16,0.010865905463974703,0.014218570365381447,0.013051851735505549,0.01420551181302845,0.013218894534795706
2014-04-17,0.010865889307168402,0.014220526580152361,0.013052468879456606,0.01418234301509661,0.01320986054720707
2014-04-18,0.010865757547904784,0.01421822855416036,0.013052380672714284,0.014169639337766196,0.013206309141535184
2014-04-21,0.010900833740939078,0.014250903675158518,0.013090836866324614,0.01420709305533681,0.013248985801567513
2014-04-22,0.010895130075670672,0.014256136678274462,0.013086071360142537,0.014199369126342396,0.013239604579425883
2014-04-23,0.010896161785031527,0.014256296196694445,0.013085881861207235,0.014202161511464733,0.013239573400439904
2014-04-24,0.010898990584711912,0.014257004064440068,0.013085205431665164,0.014219074793825462,0.013244458158236706
2014-04-25,0.010910812296191997,0.014258061843509418,0.013094888485819915,0.014277437079128114,0.013279482750868656
2014-04-28,0.0109353915906169,0.014266512194337626,0.013113269662947586,0.014382946706702548,0.013355167553080251
2014-04-29,0.010942215566496084,0.01426873949390703,0.013118671878492479,0.01439639493411152,0.013365844845828838
2014-04-30,0.010944136834744147,0.014264248338161816,0.013118713660324058,0.014393506603366954,0.013367717098056592
2014-05-05,0.010943510036020208,0.014264264713312493,0.013117353212487668,0.014401534731437592,0.013370458441332712
2014-05-06,0.01085675490202838,0.014095822402907573,0.012992651881402771,0.014345255931099525,0.01327990300458266
2014-05-07,0.010869980233830205,0.014099622949759312,0.01300427851277324,0.01438912871730973,0.013308329496952185
2014-05-08,0.010751885233381707,0.013934701986740012,0.012849599756961342,0.01428306427663665,0.013167121861136721
2014-05-09,0.010705956276283006,0.013880394274269623,0.012791090923005254,0.014245062691868642,0.013109055968628627
2014-05-12,0.010775768183673705,0.013924720794307325,0.012849934530813708,0.014302517050543164,0.013162901879520529
2014-05-13,0.010758971246442183,0.013919958290907827,0.012840712136359667,0.01425180995578025,0.013137968500417468
2014-05-14,0.010758783629053859,0.01391999241924208,0.012840515437615656,0.014249759960774147,0.01313694236231846
2014-05-15,0.010741087292813652,0.013875813200489034,0.01281379502125879,0.014252407273281894,0.013125901340518045
2014-05-16,0.010714593710739462,0.013853418422725533,0.012784181446869183,0.014203520991275205,0.013089178195828666
2014-05-19,0.01073294027622366,0.013902247172756892,0.012813126372852016,0.014208269284612522,0.013102398834269955
2014-05-20,0.010728555462310264,0.013900046225133033,0.012808124310320506,0.014197953219382848,0.013099853718610836
2014-05-21,0.010737052648525026,0.013904186172294594,0.012819866542751641,0.014207487878643609,0.013111106953406358
2014-05-22,0.010729409456735008,0.013897335787919005,0.01281513856742313,0.014202844393911892,0.013105874795073573
2014-05-23,0.010737736587587149,0.013908020171699655,0.012825580995926988,0.014216710610714032,0.01312201565187413
2014-05-26,0.010718423573091948,0.01388322900428688,0.012796314296925558,0.014212119169586826,0.013106380403001862
2014-05-27,0.010717519286220474,0.013883959765567907,0.012792663460286591,0.014188945910009831,0.013095862210842963
2014-05-28,0.010700482609757802,0.013845206695303602,0.012755452409193131,0.014190722098495617,0.013087061503834011
2014-05-29,0.01066639534923317,0.013823262480692586,0.012720512117272214,0.014174646454918763,0.01306562764533925
2014-05-30,0.010654636124903095,0.01380804945705441,0.012712018055894643,0.014153481659804314,0.013047727889273511
2014-06-03,0.010653303082209497,0.01380565503986761,0.012711732000683129,0.014129887837713162,0.013040528777163685
2014-06-04,0.010660359132155081,0.01380902227475319,0.012724917958359477,0.014131134086560925,0.013050327407605524
2014-06-05,0.01064985624081657,0.013787612853445713,0.012719065337480762,0.014138160504910175,0.013058168459009069
2014-06-06,0.010647565467905847,0.01379339673151719,0.0127200156343644,0.01410664245556799,0.013043725688098766
2014-06-09,0.010646559543140297,0.013794576237611789,0.012719644205244409,0.014096739192992926,0.013040365362083936
2014-06-10,0.01063991193779913,0.013734049160577152,0.012697000950021962,0.014113869892246512,0.013054884812371768
2014-06-11,0.010639920652647935,0.013732899362177272,0.012697039061663515,0.01410918278798171,0.01305507788428267
2014-06-12,0.010639199163163233,0.013732853845820025,0.012697269201939435,0.014109156473814253,0.01305548635629097
2014-06-13,0.010647548250498198,0.013753174986597089,0.01270189064570339,0.014119624659434733,0.013065888460108113
2014-06-16,0.010658776830059646,0.013771287440929463,0.012711389358669984,0.014117245114340909,0.013072460766008103
2014-06-17,0.010649510405302785,0.013773138421833992,0.012696476366236303,0.014073617274047875,0.013041505581222872
2014-06-18,0.010654349557558907,0.013769305504904352,0.012698393397739139,0.014076090301937322,0.013046048087039838
2014-06-19,0.010668683060267413,0.013767295360491557,0.012709746614093482,0.014132341919074549,0.013092534732175998
2014-06-20,0.010634415259307507,0.013745898296424945,0.012669786352229763,0.014086881302965409,0.013061864160019698
2014-06-23,0.01048493730830274,0.01358788236440899,0.012491319848753957,0.013978349927572336,0.012920437956347123
2014-06-24,0.01048132363544363,0.013588744447515035,0.012487205465846368,0.013928353913376197,0.01289876517062058
2014-06-25,0.01048311579985051,0.013588791923845706,0.012487185584691736,0.013934667455984586,0.012902359459292868
2014-06-26,0.01049118729416109,0.013585902872060046,0.012489864954760021,0.013954758272244303,0.012919166885471602
2014-06-27,0.010481492959005145,0.013574023804124537,0.012481999829294743,0.013954875626401856,0.012916521125132634
