时间,上证指数,上证50,沪深300,中证500,万得全A
2010-04-02,,,,,
2010-04-06,0.005358999281415949,0.012014973678881826,0.008132622430619624,0.004037921231879111,0.004888442021490212
2010-04-07,0.0053362933447189675,0.012111122006595337,0.008187657404650026,0.0040320367473801215,0.004889646298285091
2010-04-08,0.005353408714970132,0.012246151751254073,0.008268302607027147,0.004033985308815187,0.004902365528480512
2010-04-09,0.005288313808196169,0.012249682701884446,0.008231148277419546,0.003991520739374703,0.004827219876372213
2010-04-12,0.005261993294268397,0.012296230841580446,0.008223884525617568,0.003946204996607025,0.004795991354063436
2010-04-13,0.0052835231387281445,0.012659524323340115,0.008317835926697319,0.003949968675880466,0.0047895303040733014
2010-04-14,0.005194754569298841,0.012750054100159289,0.00830678401073773,0.003914167377618932,0.004733503359406236
2010-04-15,0.004918165345959605,0.011896749783852668,0.007987947355258216,0.003943908435165964,0.004556468293143344
2010-04-16,0.004941762118153648,0.01213154337302538,0.008040971699852233,0.0038736190733427815,0.004541476400512688
2010-04-19,0.005682989347993947,0.013564299829801613,0.009197160299270372,0.004169045360594178,0.005163292188777413
2010-04-20,0.005710803587964532,0.013649471819708202,0.009237206552694622,0.0041678969718533295,0.005175083944882967
2010-04-21,0.005839166941703376,0.01384019445254363,0.009445350508714588,0.004315869706718584,0.0053151928240595695
2010-04-22,0.005655909734152271,0.013624957154564018,0.009152913808713787,0.004115805667747515,0.0050775538175578125
2010-04-23,0.005673361971979693,0.01365781083581697,0.00917643893337328,0.004122982846790401,0.005080292982702578
2010-04-26,0.005705470465928496,0.013946821746047583,0.009243324291043874,0.00400778205166293,0.005069452423776596
2010-04-27,0.005775016325450441,0.013985800313587652,0.009319595590958133,0.004076085504928991,0.0051214194607928695
2010-04-28,0.005607792589405929,0.013925585833664595,0.009108109362722659,0.0037709916349568805,0.0049357390533475345
2010-04-29,0.0055998034710720195,0.0137644758997507,0.009107442638456538,0.003937957300032185,0.004945938715120641
2010-04-30,0.00558268740503498,0.013830700036883779,0.009090182185707467,0.004011655758184907,0.00493239466632404
2010-05-04,0.005643175626157014,0.014058305240085967,0.009215696080364027,0.0040138313773104275,0.004976911954380799
2010-05-05,0.005583658497608099,0.013903610368834356,0.009129688712374304,0.00413158341563197,0.004962347329062468
2010-05-06,0.006099351519528845,0.015239982334594311,0.009961191977366668,0.004280326192504986,0.005349572851994658
2010-05-07,0.006012191204481776,0.014766717413542378,0.009797952071926741,0.004301889847678639,0.005299110208678078
2010-05-10,0.006043490217108463,0.014880663092722117,0.009867399964445212,0.004358225330562751,0.005321470383589948
2010-05-11,0.0060602870372537644,0.014843226425992301,0.00987228875891848,0.004430817015508836,0.005364098803800621
2010-05-12,0.006049876030673033,0.0149069679661156,0.009856245744946002,0.004510798747846657,0.005354385473159386
2010-05-13,0.006168510939225654,0.014947724808431533,0.010052907527163651,0.004627273775237786,0.0054958878040341705
2010-05-14,0.006105434104644324,0.014819176579688554,0.00994367719426476,0.004594811700236787,0.005434988125843748
2010-05-17,0.006763333573204794,0.015717622859034507,0.010882243327806847,0.005115924083303002,0.0060730411530906855
2010-05-18,0.006757164158220593,0.015831395141401416,0.01096495783549991,0.005098804280539734,0.006070510384661935
2010-05-19,0.006755744755694964,0.015777001493531156,0.01094415359859577,0.005096464516365478,0.006067547450399002
2010-05-20,0.006796681749715677,0.015739037335119273,0.010967902528137258,0.0051329661170595635,0.006109912734831105
2010-05-21,0.006792041386375426,0.015678045104677546,0.010977503015233763,0.005145444630578013,0.006127918417527636
2010-05-24,0.007115026272105031,0.016114152685196587,0.011419921783976328,0.005392007329471635,0.006426552589227785
2010-05-25,0.007199712038683995,0.016289300974676856,0.011531596490714363,0.005404246621678505,0.006491204151746203
2010-05-26,0.007207837522111198,0.01620413439912994,0.01153190470114899,0.005427481501563026,0.006500728023857675
2010-05-27,0.007285010363342062,0.016273454622683252,0.01167204474721653,0.0055041311955250395,0.006595741513659593
2010-05-28,0.007303262133049813,0.016226206727895265,0.011682637602553442,0.005516664356701893,0.006613550272507897
2010-05-31,0.0073732618453711376,0.016310709338098504,0.011801947172300375,0.00553374170032267,0.006664623507806758
2010-06-01,0.007404706689495627,0.01625013200676519,0.0118236518928267,0.005599650429166592,0.006701848680659572
2010-06-02,0.007407092411362824,0.016148870391097723,0.011817533870248358,0.0056420172300280435,0.006708154100244598
2010-06-03,0.007429919738988162,0.01615946650769052,0.01185980665549587,0.00566876487224483,0.006725383104916903
2010-06-04,0.007471043513938788,0.016217269690485047,0.011920233555649178,0.005699013578700262,0.006760037441643541
2010-06-07,0.00753952699725263,0.016404746706919472,0.012030754497295272,0.005704606265356668,0.006805065104874357
2010-06-08,0.007535828637360435,0.01640037380667923,0.012025105362901937,0.005700853111472081,0.0067933528167193015
2010-06-09,0.007721980407353694,0.01682500377843288,0.012266488337126605,0.00574875872261234,0.006945892388667806
2010-06-10,0.007699535591166356,0.016820002614480124,0.012231517120384798,0.005715269927939627,0.0069074572563919785
2010-06-11,0.007613658666015951,0.016661536369237437,0.012071238126925538,0.005636888569063206,0.006804349703849913
2010-06-17,0.0076692977459855835,0.016741783706035816,0.012135642463434324,0.005696885718329342,0.006849578326938188
2010-06-18,0.007738289037171938,0.016722554428841123,0.01218508056315249,0.005917030017660935,0.006949901661791413
2010-06-21,0.008037118907552172,0.017276226418686102,0.01255647146283531,0.00606291280925221,0.007210357509918841
2010-06-22,0.008082610063204265,0.017302801143772653,0.012588059218977961,0.006105594948369986,0.007249232751199802
