时间,上证指数
2014-10-22,1.0117244102068763
2014-10-23,1.0012290685403238
2014-10-24,1.0011690578856736
2014-10-27,0.9960190130811579
2014-10-28,1.016646153607831
2014-10-29,1.0319353898893444
2014-10-30,1.0397828701344078
2014-10-31,1.0524381605085538
2014-11-03,1.056723269138436
2014-11-04,1.0570037537199537
2014-11-05,1.0520363500382865
2014-11-06,1.0549107734240712
2014-11-07,1.0515653968572267
2014-11-10,1.075700986381859
2014-11-11,1.0739615471166337
2014-11-12,1.0847473751404793
2014-11-13,1.0808901685698424
2014-11-14,1.077940949295653
2014-11-17,1.075847099280138
2014-11-18,1.068174867541046
2014-11-19,1.0658353217293182
2014-11-20,1.0665632770618148
2014-11-21,1.081405477452165
2014-11-24,1.1014472966660898
2014-11-25,1.1165447597686122
2014-11-26,1.132524988298236
2014-11-27,1.1438926587562992
2014-11-28,1.1666571352801178
2014-12-01,1.165491710972417
2014-12-02,1.2017546710541995
2014-12-03,1.208703730918774
2014-12-04,1.2608569035482051
2014-12-05,1.277464634792759
2014-12-08,1.3133888390776387
2014-12-09,1.2420766126613845
2014-12-10,1.2784904690994254
2014-12-11,1.2722880635394487
2014-12-12,1.277693371056136
2014-12-15,1.2843241135351746
2014-12-16,1.313936762446185
2014-12-17,1.3311145949099168
2014-12-18,1.3295930204126611
2014-12-19,1.3518034855305054
2014-12-22,1.3600001582080627
2014-12-23,1.3187610972482873
2014-12-24,1.2926347194846046
2014-12-25,1.3361224405545
2014-12-26,1.3731146605482283
2014-12-29,1.377642855815426
2014-12-30,1.3766857293597357
2014-12-31,1.4066310460302203
2015-01-05,1.4570060768707747
2015-01-06,1.4574091919204906
2015-01-07,1.4671970166659127
2015-01-08,1.432191671172888
2015-01-09,1.42869365881052
2015-01-12,1.4042997625550016
2015-01-13,1.4069023985555948
2015-01-14,1.4013083618786306
2015-01-15,1.4508902084142425
2015-01-16,1.468301995459147
2015-01-19,1.3551758234059605
2015-01-20,1.379832809850344
2015-01-21,1.4453048689336045
2015-01-22,1.4538859576887768
2015-01-23,1.457547477342076
2015-01-26,1.4712099030507872
2015-01-27,1.4580675696823784
2015-01-28,1.4375326194367621
2015-01-29,1.4186453530351306
2015-01-30,1.3960578644565487
2015-02-02,1.3603719633510047
2015-02-03,1.3936852692987816
2015-02-04,1.3802998492930572
2015-02-05,1.3802998492930572
2015-02-06,1.3802998492930572
2015-02-09,1.3802998492930572
2015-02-10,1.3802998492930572
2015-02-11,1.3802998492930572
2015-02-12,1.3802998492930572
2015-02-13,1.3802998492930572
2015-02-16,1.3802998492930572
2015-02-17,1.3802998492930572
2015-02-25,1.3802998492930572
2015-02-26,1.3802998492930572
2015-02-27,1.3802998492930572
2015-03-02,1.3802998492930572
2015-03-03,1.3802998492930572
2015-03-04,1.3802998492930572
2015-03-05,1.3802998492930572
2015-03-06,1.3802998492930572
2015-03-09,1.3802998492930572
2015-03-10,1.3802998492930572
2015-03-11,1.3802998492930572
2015-03-12,1.3802998492930572
2015-03-13,1.3802998492930572
2015-03-16,1.4115626447498282
2015-03-17,1.433473692663885
2015-03-18,1.4639425799186228
2015-03-19,1.4659764581475432
2015-03-20,1.4803187781252045
2015-03-23,1.5091327350866317
2015-03-24,1.510639523746367
2015-03-25,1.4980830879922487
2015-03-26,1.5068275366835109
2015-03-27,1.5105110252023266
2015-03-30,1.5495811302871352
2015-03-31,1.5337565755116567
2015-04-01,1.5592905457517967
2015-04-02,1.5656295344371043
2015-04-03,1.581239652151827
2015-04-07,1.6211188069868523
2015-04-08,1.6348006280789045
2015-04-09,1.6195457228999366
2015-04-10,1.6509648446109224
2015-04-13,1.686733682960781
2015-04-14,1.692401532753648
2015-04-15,1.67136623924802
2015-04-16,1.7166517452464796
2015-04-17,1.754494566466392
2015-04-20,1.7257587726320722
2015-04-21,1.7570837712057035
2015-04-22,1.800000238760054
2015-04-23,1.806553664506117
2015-04-24,1.7980326559583137
2015-04-27,1.8527509372438191
2015-04-28,1.831806083796258
2015-04-29,1.8319718223642079
2015-04-30,1.8176630593311685
2015-05-04,1.8335449064511236
2015-05-05,1.7591638925412376
2015-05-06,1.7307468896808271
2015-05-07,1.6828455789259775
2015-05-08,1.7211917543152209
2015-05-11,1.7734370524744953
2015-05-12,1.801115393322189
2015-05-13,1.7906967804791132
2015-05-14,1.7917407288416836
2015-05-15,1.7632500643955176
2015-05-18,1.7529374423897235
2015-05-19,1.8077993637674523
2015-05-20,1.8195590267023132
2015-05-21,1.8535800393146025
2015-05-22,1.9060328176070889
2015-05-25,1.9699555232637975
2015-05-26,2.009691447237631
2015-05-27,2.022302719950034
2015-05-28,1.8907562231834265
2015-05-29,1.8872687563289274
2015-06-01,1.9760694348815184
2015-06-02,2.0095400317557996
2015-06-03,2.009315363919245
2015-06-04,2.0245076567503206
2015-06-05,2.0556067597943013
2015-06-08,2.100124957607806
2015-06-09,2.092616795864143
2015-06-10,2.089548340663284
2015-06-11,2.0959145841353215
2015-06-12,2.1142307420489854
2015-06-15,2.071933809353943
2015-06-16,2.000088841072315
2015-06-17,2.033018148060602
2015-06-18,1.9583161742523374
2015-06-19,1.8326856440532842
2015-06-23,1.8728426258359174
2015-06-24,1.919354801852725
2015-06-25,1.8529076318059634
2015-06-26,1.7158539084265396
2015-06-29,1.6586258132219258
2015-06-30,1.7503719321271636
2015-07-01,1.6588997115516275
2015-07-02,1.601225595445263
2015-07-03,1.5088001530269453
2015-07-06,1.5452204462566064
2015-07-07,1.5252551282071825
2015-07-08,1.4352519242671302
2015-07-09,1.5179731075317893
2015-07-10,1.5179731075317893
2015-07-13,1.5179731075317893
2015-07-14,1.5179731075317893
2015-07-15,1.5179731075317893
2015-07-16,1.5179731075317893
2015-07-17,1.5179731075317893
2015-07-20,1.5179731075317893
2015-07-21,1.5179731075317893
2015-07-22,1.5179731075317893
2015-07-23,1.5179731075317893
2015-07-24,1.5179731075317893
2015-07-27,1.5179731075317893
2015-07-28,1.5179731075317893
2015-07-29,1.5179731075317893
2015-07-30,1.5179731075317893
2015-07-31,1.5179731075317893
2015-08-03,1.5179731075317893
2015-08-04,1.5179731075317893
2015-08-05,1.5179731075317893
2015-08-06,1.5179731075317893
2015-08-07,1.5179731075317893
2015-08-10,1.5179731075317893
2015-08-11,1.5179731075317893
2015-08-12,1.5179731075317893
2015-08-13,1.5179731075317893
2015-08-14,1.5179731075317893
2015-08-17,1.5179731075317893
2015-08-18,1.5179731075317893
2015-08-19,1.5179731075317893
2015-08-20,1.5179731075317893
2015-08-21,1.5179731075317893
2015-08-24,1.5179731075317893
2015-08-25,1.5179731075317893
2015-08-26,1.5179731075317893
2015-08-27,1.5179731075317893
2015-08-28,1.5179731075317893
2015-08-31,1.5179731075317893
2015-09-01,1.5179731075317893
2015-09-02,1.5179731075317893
2015-09-07,1.5179731075317893
2015-09-08,1.5179731075317893
2015-09-09,1.5179731075317893
2015-09-10,1.5179731075317893
2015-09-11,1.5179731075317893
2015-09-14,1.5179731075317893
2015-09-15,1.5179731075317893
2015-09-16,1.5179731075317893
2015-09-17,1.5179731075317893
2015-09-18,1.5179731075317893
2015-09-21,1.5179731075317893
2015-09-22,1.5179731075317893
2015-09-23,1.5179731075317893
2015-09-24,1.5179731075317893
2015-09-25,1.5179731075317893
2015-09-28,1.5179731075317893
2015-09-29,1.5179731075317893
2015-09-30,1.5179731075317893
2015-10-08,1.5179731075317893
2015-10-09,1.5179731075317893
2015-10-12,1.5179731075317893
2015-10-13,1.5179731075317893
2015-10-14,1.5179731075317893
2015-10-15,1.5179731075317893
2015-10-16,1.5179731075317893
2015-10-19,1.5179731075317893
2015-10-20,1.5179731075317893
2015-10-21,1.5179731075317893
2015-10-22,1.5179731075317893
2015-10-23,1.5179731075317893
2015-10-26,1.5179731075317893
2015-10-27,1.5179731075317893
2015-10-28,1.5179731075317893
2015-10-29,1.5179731075317893
2015-10-30,1.5179731075317893
2015-11-02,1.5179731075317893
2015-11-03,1.5179731075317893
2015-11-04,1.5179731075317893
2015-11-05,1.5179731075317893
2015-11-06,1.5179731075317893
2015-11-09,1.5179731075317893
2015-11-10,1.5179731075317893
2015-11-11,1.5179731075317893
2015-11-12,1.5179731075317893
2015-11-13,1.5179731075317893
2015-11-16,1.5179731075317893
2015-11-17,1.5179731075317893
2015-11-18,1.5179731075317893
2015-11-19,1.5179731075317893
2015-11-20,1.5179731075317893
2015-11-23,1.5179731075317893
2015-11-24,1.5179731075317893
2015-11-25,1.5179731075317893
2015-11-26,1.5179731075317893
2015-11-27,1.5179731075317893
2015-11-30,1.5179731075317893
2015-12-01,1.5179731075317893
2015-12-02,1.5179731075317893
2015-12-03,1.5179731075317893
2015-12-04,1.5179731075317893
2015-12-07,1.5179731075317893
2015-12-08,1.5179731075317893
2015-12-09,1.5179731075317893
2015-12-10,1.5179731075317893
2015-12-11,1.5179731075317893
2015-12-14,1.5179731075317893
2015-12-15,1.5179731075317893
2015-12-16,1.5179731075317893
2015-12-17,1.5179731075317893
2015-12-18,1.5179731075317893
2015-12-21,1.5179731075317893
2015-12-22,1.5179731075317893
2015-12-23,1.5179731075317893
2015-12-24,1.5179731075317893
2015-12-25,1.5179731075317893
2015-12-28,1.5179731075317893
2015-12-29,1.5179731075317893
2015-12-30,1.5179731075317893
2015-12-31,1.5179731075317893
2016-01-04,1.5179731075317893
2016-01-05,1.5179731075317893
2016-01-06,1.5179731075317893
2016-01-07,1.5179731075317893
2016-01-08,1.5179731075317893
2016-01-11,1.5179731075317893
2016-01-12,1.5179731075317893
2016-01-13,1.5179731075317893
2016-01-14,1.5179731075317893
2016-01-15,1.5179731075317893
2016-01-18,1.5179731075317893
2016-01-19,1.5179731075317893
2016-01-20,1.5179731075317893
2016-01-21,1.5179731075317893
2016-01-22,1.5179731075317893
2016-01-25,1.5179731075317893
2016-01-26,1.5179731075317893
2016-01-27,1.5179731075317893
2016-01-28,1.5179731075317893
2016-01-29,1.5179731075317893
2016-02-01,1.5179731075317893
2016-02-02,1.5179731075317893
2016-02-03,1.5179731075317893
2016-02-04,1.5179731075317893
2016-02-05,1.5179731075317893
2016-02-15,1.5179731075317893
2016-02-16,1.5179731075317893
2016-02-17,1.5179731075317893
2016-02-18,1.5179731075317893
2016-02-19,1.5179731075317893
2016-02-22,1.5179731075317893
2016-02-23,1.5179731075317893
2016-02-24,1.5179731075317893
2016-02-25,1.5179731075317893
2016-02-26,1.5179731075317893
2016-02-29,1.5179731075317893
2016-03-01,1.5179731075317893
2016-03-02,1.5179731075317893
2016-03-03,1.5179731075317893
2016-03-04,1.5179731075317893
2016-03-07,1.5179731075317893
2016-03-08,1.5179731075317893
2016-03-09,1.5179731075317893
2016-03-10,1.5179731075317893
2016-03-11,1.5179731075317893
2016-03-14,1.5179731075317893
2016-03-15,1.5179731075317893
2016-03-16,1.5179731075317893
2016-03-17,1.5179731075317893
2016-03-18,1.5179731075317893
2016-03-21,1.5179731075317893
2016-03-22,1.5179731075317893
2016-03-23,1.5179731075317893
2016-03-24,1.5179731075317893
2016-03-25,1.5179731075317893
2016-03-28,1.5179731075317893
2016-03-29,1.5179731075317893
2016-03-30,1.5179731075317893
2016-03-31,1.5179731075317893
2016-04-01,1.5179731075317893
2016-04-05,1.5179731075317893
2016-04-06,1.5179731075317893
2016-04-07,1.5179731075317893
2016-04-08,1.5179731075317893
2016-04-11,1.5179731075317893
2016-04-12,1.5179731075317893
2016-04-13,1.5179731075317893
2016-04-14,1.5179731075317893
2016-04-15,1.5179731075317893
2016-04-18,1.5179731075317893
2016-04-19,1.5179731075317893
2016-04-20,1.5179731075317893
2016-04-21,1.5179731075317893
2016-04-22,1.5179731075317893
2016-04-25,1.5179731075317893
2016-04-26,1.5179731075317893
2016-04-27,1.5179731075317893
2016-04-28,1.5179731075317893
2016-04-29,1.5179731075317893
2016-05-03,1.5179731075317893
2016-05-04,1.5179731075317893
2016-05-05,1.5179731075317893
2016-05-06,1.5179731075317893
2016-05-09,1.5179731075317893
2016-05-10,1.5179731075317893
2016-05-11,1.5179731075317893
2016-05-12,1.5179731075317893
2016-05-13,1.5179731075317893
2016-05-16,1.5179731075317893
2016-05-17,1.5179731075317893
2016-05-18,1.5179731075317893
2016-05-19,1.5179731075317893
2016-05-20,1.5179731075317893
2016-05-23,1.5179731075317893
2016-05-24,1.5179731075317893
2016-05-25,1.5179731075317893
2016-05-26,1.5179731075317893
2016-05-27,1.5179731075317893
2016-05-30,1.5179731075317893
2016-05-31,1.5179731075317893
2016-06-01,1.5179731075317893
2016-06-02,1.5179731075317893
2016-06-03,1.5179731075317893
2016-06-06,1.5179731075317893
2016-06-07,1.5179731075317893
2016-06-08,1.5179731075317893
2016-06-13,1.5179731075317893
2016-06-14,1.5179731075317893
2016-06-15,1.5179731075317893
2016-06-16,1.5179731075317893
2016-06-17,1.5179731075317893
2016-06-20,1.5179731075317893
2016-06-21,1.5179731075317893
2016-06-22,1.5179731075317893
2016-06-23,1.5179731075317893
2016-06-24,1.5179731075317893
2016-06-27,1.5179731075317893
2016-06-28,1.5179731075317893
2016-06-29,1.5179731075317893
2016-06-30,1.5179731075317893
2016-07-01,1.5179731075317893
2016-07-04,1.5179731075317893
2016-07-05,1.5179731075317893
2016-07-06,1.5179731075317893
2016-07-07,1.5179731075317893
2016-07-08,1.5179731075317893
2016-07-11,1.5179731075317893
2016-07-12,1.5179731075317893
2016-07-13,1.5179731075317893
2016-07-14,1.5179731075317893
2016-07-15,1.5179731075317893
2016-07-18,1.5179731075317893
2016-07-19,1.5179731075317893
2016-07-20,1.5179731075317893
2016-07-21,1.5179731075317893
2016-07-22,1.5179731075317893
2016-07-25,1.5179731075317893
2016-07-26,1.5179731075317893
2016-07-27,1.5179731075317893
2016-07-28,1.5179731075317893
2016-07-29,1.5179731075317893
2016-08-01,1.5179731075317893
2016-08-02,1.5179731075317893
2016-08-03,1.5179731075317893
2016-08-04,1.5179731075317893
2016-08-05,1.5179731075317893
2016-08-08,1.5179731075317893
2016-08-09,1.5179731075317893
2016-08-10,1.5179731075317893
2016-08-11,1.5179731075317893
2016-08-12,1.5179731075317893
2016-08-15,1.5179731075317893
2016-08-16,1.5179731075317893
2016-08-17,1.5179731075317893
2016-08-18,1.5179731075317893
2016-08-19,1.5179731075317893
2016-08-22,1.5179731075317893
2016-08-23,1.5179731075317893
2016-08-24,1.5179731075317893
2016-08-25,1.5179731075317893
2016-08-26,1.5179731075317893
2016-08-29,1.5179731075317893
2016-08-30,1.5179731075317893
2016-08-31,1.5179731075317893
2016-09-01,1.5179731075317893
2016-09-02,1.5179731075317893
2016-09-05,1.5179731075317893
2016-09-06,1.5179731075317893
2016-09-07,1.5179731075317893
2016-09-08,1.5179731075317893
2016-09-09,1.5179731075317893
2016-09-12,1.5179731075317893
2016-09-13,1.5179731075317893
2016-09-14,1.5076001164139445
2016-09-19,1.5192488333161382
2016-09-20,1.5177170586730648
2016-09-21,1.5191599693004634
2016-09-22,1.5274132775133404
2016-09-23,1.5231874672312198
2016-09-26,1.49634450981838
2016-09-27,1.505251997762468
2016-09-28,1.5000737861372104
2016-09-29,1.5054081373606314
2016-09-30,1.508530929323895
2016-10-10,1.5303402674081683
2016-10-11,1.538928949420315
2016-10-12,1.535539063353441
2016-10-13,1.5369689205096106
2016-10-14,1.538205485880273
2016-10-17,1.5268374186095042
2016-10-18,1.548279753329606
2016-10-19,1.5487034890879654
2016-10-20,1.548572452319089
2016-10-21,1.5518272851644006
2016-10-24,1.5705570081517832
2016-10-25,1.5724106010663121
2016-10-26,1.5645649628010512
2016-10-27,1.5625758146083741
2016-10-28,1.5585191973956456
2016-10-31,1.5566224276147438
2016-11-01,1.5676395573320847
2016-11-02,1.557747536423373
2016-11-03,1.570902925139354
2016-11-04,1.5690859823555836
2016-11-07,1.5731104679468253
2016-11-08,1.5804179015521798
2016-11-09,1.5706187611118287
2016-11-10,1.5921630133188347
2016-11-11,1.604594938494773
2016-11-14,1.6117879031985805
2016-11-15,1.6100884416558716
2016-11-16,1.609119974501991
2016-11-17,1.6108249586671428
2016-11-18,1.6029943820994539
2016-11-21,1.6156923972658312
2016-11-22,1.6308565143813327
2016-11-23,1.627234176115264
2016-11-24,1.627234176115264
2016-11-25,1.627234176115264
2016-11-28,1.627234176115264
2016-11-29,1.627234176115264
2016-11-30,1.627234176115264
2016-12-01,1.627234176115264
2016-12-02,1.627234176115264
2016-12-05,1.627234176115264
2016-12-06,1.627234176115264
2016-12-07,1.627234176115264
2016-12-08,1.627234176115264
2016-12-09,1.627234176115264
2016-12-12,1.627234176115264
2016-12-13,1.627234176115264
2016-12-14,1.627234176115264
2016-12-15,1.627234176115264
2016-12-16,1.627234176115264
2016-12-19,1.627234176115264
2016-12-20,1.627234176115264
2016-12-21,1.627234176115264
2016-12-22,1.627234176115264
2016-12-23,1.627234176115264
2016-12-26,1.627234176115264
2016-12-27,1.627234176115264
2016-12-28,1.627234176115264
2016-12-29,1.627234176115264
2016-12-30,1.627234176115264
2017-01-03,1.627234176115264
2017-01-04,1.627234176115264
2017-01-05,1.627234176115264
2017-01-06,1.627234176115264
2017-01-09,1.627234176115264
2017-01-10,1.627234176115264
2017-01-11,1.627234176115264
2017-01-12,1.627234176115264
2017-01-13,1.627234176115264
2017-01-16,1.627234176115264
2017-01-17,1.627234176115264
2017-01-18,1.627234176115264
2017-01-19,1.62111150302841
2017-01-20,1.6325275537250632
2017-01-23,1.6396553130667433
2017-01-24,1.642675851304476
2017-01-25,1.6463356239821019
2017-01-26,1.6513596439118967
2017-02-03,1.6414300524324523
2017-02-06,1.6502189640568512
2017-02-07,1.6481824464529389
2017-02-08,1.6554451198586773
2017-02-09,1.6639119313425397
2017-02-10,1.6709788983337746
2017-02-13,1.6815066907233618
2017-02-14,1.682075723850574
2017-02-15,1.6794922841807036
2017-02-16,1.6881865311906084
2017-02-17,1.6737893553535879
2017-02-20,1.693592973163273
2017-02-21,1.700578813991231
2017-02-22,1.704704487115563
2017-02-23,1.6995591438449393
2017-02-24,1.700634745044521
2017-02-27,1.6876856607675923
2017-02-28,1.6945191286793437
2017-03-01,1.697237482413272
2017-03-02,1.6884006896254957
2017-03-03,1.6822763438342443
2017-03-06,1.6904066803741542
2017-03-07,1.6948710238669604
2017-03-08,1.6939606022266285
2017-03-09,1.6814577118477234
2017-03-10,1.6793743585206822
2017-03-13,1.6920577964304884
2017-03-14,1.693261829964588
2017-03-15,1.6945330330346482
2017-03-16,1.7087383183140719
2017-03-17,1.692278750226991
2017-03-20,1.699262866078539
2017-03-21,1.704909602492302
2017-03-22,1.696341696936418
2017-03-23,1.6980821981339915
2017-03-24,1.7090047487613802
2017-03-27,1.707703227924116
2017-03-28,1.7003813303283053
2017-03-29,1.6943002657633381
2017-03-30,1.6780554311032814
2017-03-31,1.6844730228842133
2017-04-05,1.7094544448842355
2017-04-06,1.7150471843091677
2017-04-07,1.717980323742133
2017-04-10,1.7089773059548587
2017-04-11,1.7192085592179833
2017-04-12,1.7112968765060292
2017-04-13,1.7124103749146158
2017-04-14,1.6967844408816208
2017-04-17,1.6842916912731254
2017-04-18,1.6709863732315493
2017-04-19,1.6573817456468523
2017-04-20,1.6581206628144318
2017-04-21,1.6586699893929613
2017-04-24,1.635868937575033
2017-04-25,1.6385014606645667
2017-04-26,1.641783986228552
2017-04-27,1.6477115278930394
2017-04-28,1.6490034306800179
2017-05-02,1.6432815793844062
2017-05-03,1.6389084505532743
2017-05-04,1.6347385553064342
2017-05-05,1.6220203042363557
2017-05-08,1.6092529174746015
2017-05-09,1.6102534037923344
2017-05-10,1.5957521543785842
2017-05-11,1.6003078170770892
2017-05-12,1.6118144028992547
2017-05-15,1.6153248344373945
2017-05-16,1.6272090332772877
2017-05-17,1.622754046474705
2017-05-18,1.6152778418982283
2017-05-19,1.615534967927326
2017-05-22,1.6077175316537666
2017-05-23,1.6005413161565725
2017-05-24,1.6016541350289974
2017-05-25,1.6245258586077185
2017-05-26,1.625690269956403
2017-05-31,1.6294115667926483
2017-06-01,1.6218035844728589
2017-06-02,1.6233282545311472
2017-06-05,1.6160708605986636
2017-06-06,1.621543688027103
2017-06-07,1.6415110217796902
2017-06-08,1.646742770686845
2017-06-09,1.6509594493848017
2017-06-12,1.641276686348008
2017-06-13,1.6485248804063057
2017-06-14,1.6364663021329768
2017-06-15,1.637413627814078
2017-06-16,1.6325418239844525
2017-06-19,1.6436275155626063
2017-06-20,1.6413482990050248
2017-06-21,1.6498154241209615
2017-06-22,1.6452371276410782
2017-06-23,1.6506837667912948
2017-06-26,1.6650956310638056
2017-06-27,1.668102839938371
2017-06-28,1.6586962299431962
2017-06-29,1.6664644259810553
2017-06-30,1.668745785691146
2017-07-03,1.6705673085079717
2017-07-04,1.663715649935898
2017-07-05,1.676433587373902
2017-07-06,1.6792091266894187
2017-07-07,1.682090725918137
2017-07-10,1.679307345800757
2017-07-11,1.6742921598410614
2017-07-12,1.6714205445667154
2017-07-13,1.6821986676237857
2017-07-14,1.6844221099441143
2017-07-17,1.6604020747965345
2017-07-18,1.6662055227035348
2017-07-19,1.6888962805752552
2017-07-20,1.69615607902031
2017-07-21,1.6925581964053902
2017-07-24,1.6991534607565402
2017-07-25,1.695541726058329
2017-07-26,1.697624974841345
2017-07-27,1.6987261370550004
2017-07-28,1.7005342259646339
2017-07-31,1.7108777595104379
2017-08-01,1.7211283011461456
2017-08-02,1.717165298524467
2017-08-03,1.7108256443140546
2017-08-04,1.7051553332226894
2017-08-07,1.7142379612848806
2017-08-08,1.7155009576489906
2017-08-09,1.7122079254105085
2017-08-10,1.7049820515015148
2017-08-11,1.677169106860673
2017-08-14,1.692233325848195
2017-08-15,1.6994999196548646
2017-08-16,1.6969853744973646
2017-08-17,1.70847403101927
2017-08-18,1.7086279720958493
2017-08-21,1.7181316512180895
2017-08-22,1.719867186574483
2017-08-23,1.718549513685381
2017-08-24,1.710085002170065
2017-08-25,1.7414536459118026
2017-08-28,1.757725557474293
2017-08-29,1.7590714049780896
2017-08-30,1.7582353141394198
2017-08-31,1.7567631774536143
2017-09-01,1.7600610709892515
2017-09-04,1.7665760455293231
2017-09-05,1.7690506025973212
2017-09-06,1.7696108540264468
2017-09-07,1.759213218947787
2017-09-08,1.7590800298601388
2017-09-11,1.7649220545123059
2017-09-12,1.7665263871175234
2017-09-13,1.7689617401762059
2017-09-14,1.7623120083881136
2017-09-15,1.7530042447684264
2017-09-18,1.7578339173560409
2017-09-19,1.7546902262570447
2017-09-20,1.7594737949297041
2017-09-21,1.7551960625212402
2017-09-22,1.7524345843770648
2017-09-25,1.7466947515091802
2017-09-26,1.7477579119698061
2017-09-27,1.7486408385316046
2017-09-28,1.7456981333203667
2017-09-29,1.75055995319562
2017-10-09,1.763855339554836
2017-10-10,1.7683558552802372
2017-10-11,1.7711241287860275
2017-10-12,1.7699826125787832
2017-10-13,1.7722947605041899
2017-10-16,1.7659944671191303
2017-10-17,1.7626335335365138
2017-10-18,1.767731622907909
2017-10-19,1.7616567787124195
2017-10-20,1.7660873544852016
2017-10-23,1.767159401187939
2017-10-24,1.7711052585895437
2017-10-25,1.7756266831199132
2017-10-26,1.781203897757157
2017-10-27,1.7860366021214915
2017-10-30,1.7721974300170626
2017-10-31,1.7737679949022562
2017-11-01,1.7751118037975686
2017-11-02,1.7685239620721824
2017-11-03,1.762478494747674
2017-11-06,1.7710668386604145
2017-11-07,1.7843442434473578
2017-11-08,1.7853297799695387
2017-11-09,1.7917772190695629
2017-11-10,1.794327309195509
2017-11-13,1.802253157622829
2017-11-14,1.7926938610793732
2017-11-15,1.7785680292588288
2017-11-16,1.776856539028149
2017-11-17,1.7683138285822517
2017-11-20,1.7732751220971419
2017-11-21,1.78273578135316
2017-11-22,1.7931727249851603
2017-11-23,1.752115097837151
2017-11-24,1.7531095728734558
2017-11-27,1.7365963737016312
2017-11-28,1.7425696011049745
2017-11-29,1.7447676392272669
2017-11-30,1.733961132467452
2017-12-01,1.734185379400737
2017-12-04,1.7300040888551893
2017-12-05,1.7268974586129997
2017-12-06,1.7218216893909084
2017-12-07,1.7103685778374491
2017-12-08,1.719745235969507
2017-12-11,1.7365784966733837
2017-12-12,1.7365784966733837
2017-12-13,1.7365784966733837
2017-12-14,1.7365784966733837
2017-12-15,1.7365784966733837
2017-12-18,1.7365784966733837
2017-12-19,1.7365784966733837
2017-12-20,1.7365784966733837
2017-12-21,1.7365784966733837
2017-12-22,1.7365784966733837
2017-12-25,1.7365784966733837
2017-12-26,1.7365784966733837
2017-12-27,1.7365784966733837
2017-12-28,1.7365784966733837
2017-12-29,1.7365784966733837
2018-01-02,1.7365784966733837
2018-01-03,1.7365784966733837
2018-01-04,1.7365784966733837
2018-01-05,1.7365784966733837
2018-01-08,1.7365784966733837
2018-01-09,1.7365784966733837
2018-01-10,1.7365784966733837
2018-01-11,1.7365784966733837
2018-01-12,1.7365784966733837
2018-01-15,1.7365784966733837
2018-01-16,1.7365784966733837
2018-01-17,1.7365784966733837
2018-01-18,1.7365784966733837
2018-01-19,1.7365784966733837
2018-01-22,1.7365784966733837
2018-01-23,1.7365784966733837
2018-01-24,1.7365784966733837
2018-01-25,1.7365784966733837
2018-01-26,1.7365784966733837
2018-01-29,1.7365784966733837
2018-01-30,1.7365784966733837
2018-01-31,1.7365784966733837
2018-02-01,1.7365784966733837
2018-02-02,1.7365784966733837
2018-02-05,1.7365784966733837
2018-02-06,1.7365784966733837
2018-02-07,1.7365784966733837
2018-02-08,1.7365784966733837
2018-02-09,1.7365784966733837
2018-02-12,1.7365784966733837
2018-02-13,1.7365784966733837
2018-02-14,1.7365784966733837
2018-02-22,1.7365784966733837
2018-02-23,1.7365784966733837
2018-02-26,1.7365784966733837
2018-02-27,1.7365784966733837
2018-02-28,1.7365784966733837
2018-03-01,1.7365784966733837
2018-03-02,1.7365784966733837
2018-03-05,1.7365784966733837
2018-03-06,1.7365784966733837
2018-03-07,1.7365784966733837
2018-03-08,1.7365784966733837
2018-03-09,1.7365784966733837
2018-03-12,1.7365784966733837
2018-03-13,1.7365784966733837
2018-03-14,1.7365784966733837
2018-03-15,1.7365784966733837
2018-03-16,1.7365784966733837
2018-03-19,1.7365784966733837
2018-03-20,1.7365784966733837
2018-03-21,1.7365784966733837
2018-03-22,1.7365784966733837
2018-03-23,1.7365784966733837
2018-03-26,1.7365784966733837
2018-03-27,1.7365784966733837
2018-03-28,1.7365784966733837
2018-03-29,1.7365784966733837
2018-03-30,1.7365784966733837
2018-04-02,1.7365784966733837
2018-04-03,1.7365784966733837
2018-04-04,1.7365784966733837
2018-04-09,1.7365784966733837
2018-04-10,1.7365784966733837
2018-04-11,1.7365784966733837
2018-04-12,1.7365784966733837
2018-04-13,1.7365784966733837
2018-04-16,1.7365784966733837
2018-04-17,1.7365784966733837
2018-04-18,1.7365784966733837
2018-04-19,1.7365784966733837
2018-04-20,1.7365784966733837
2018-04-23,1.7365784966733837
2018-04-24,1.7365784966733837
2018-04-25,1.7365784966733837
2018-04-26,1.7365784966733837
2018-04-27,1.7365784966733837
2018-05-02,1.7365784966733837
2018-05-03,1.7365784966733837
2018-05-04,1.7365784966733837
2018-05-07,1.7365784966733837
2018-05-08,1.7365784966733837
2018-05-09,1.7365784966733837
2018-05-10,1.7365784966733837
2018-05-11,1.7365784966733837
2018-05-14,1.7365784966733837
2018-05-15,1.7365784966733837
2018-05-16,1.7365784966733837
2018-05-17,1.7365784966733837
2018-05-18,1.7365784966733837
2018-05-21,1.7365784966733837
2018-05-22,1.7365784966733837
2018-05-23,1.7365784966733837
2018-05-24,1.7365784966733837
2018-05-25,1.7365784966733837
2018-05-28,1.7365784966733837
2018-05-29,1.7365784966733837
2018-05-30,1.7365784966733837
2018-05-31,1.7365784966733837
2018-06-01,1.7365784966733837
