时间,上证指数
2018-06-04,1.7365784966733837
2018-06-05,1.7365784966733837
2018-06-06,1.7365784966733837
2018-06-07,1.7365784966733837
2018-06-08,1.7365784966733837
2018-06-11,1.7365784966733837
2018-06-12,1.7365784966733837
2018-06-13,1.7365784966733837
2018-06-14,1.7365784966733837
2018-06-15,1.7365784966733837
2018-06-19,1.7365784966733837
2018-06-20,1.7365784966733837
2018-06-21,1.7365784966733837
2018-06-22,1.7365784966733837
2018-06-25,1.7365784966733837
2018-06-26,1.7365784966733837
2018-06-27,1.7365784966733837
2018-06-28,1.7365784966733837
2018-06-29,1.7365784966733837
2018-07-02,1.7365784966733837
2018-07-03,1.7365784966733837
2018-07-04,1.7365784966733837
2018-07-05,1.7365784966733837
2018-07-06,1.7365784966733837
2018-07-09,1.7365784966733837
2018-07-10,1.7365784966733837
2018-07-11,1.7365784966733837
2018-07-12,1.7365784966733837
2018-07-13,1.7365784966733837
2018-07-16,1.7365784966733837
2018-07-17,1.7365784966733837
2018-07-18,1.7365784966733837
2018-07-19,1.7365784966733837
2018-07-20,1.7365784966733837
2018-07-23,1.7365784966733837
2018-07-24,1.7365784966733837
2018-07-25,1.7365784966733837
2018-07-26,1.7365784966733837
2018-07-27,1.7365784966733837
2018-07-30,1.7365784966733837
2018-07-31,1.7365784966733837
2018-08-01,1.7365784966733837
2018-08-02,1.7365784966733837
2018-08-03,1.7365784966733837
2018-08-06,1.7365784966733837
2018-08-07,1.7365784966733837
2018-08-08,1.7365784966733837
2018-08-09,1.7365784966733837
2018-08-10,1.7365784966733837
2018-08-13,1.7365784966733837
2018-08-14,1.7365784966733837
2018-08-15,1.7365784966733837
2018-08-16,1.7365784966733837
2018-08-17,1.7365784966733837
2018-08-20,1.7365784966733837
2018-08-21,1.7365784966733837
2018-08-22,1.7365784966733837
2018-08-23,1.7365784966733837
2018-08-24,1.7365784966733837
2018-08-27,1.7365784966733837
2018-08-28,1.7365784966733837
2018-08-29,1.7365784966733837
2018-08-30,1.7365784966733837
2018-08-31,1.7365784966733837
2018-09-03,1.7365784966733837
2018-09-04,1.7365784966733837
2018-09-05,1.7365784966733837
2018-09-06,1.7365784966733837
2018-09-07,1.7365784966733837
2018-09-10,1.7365784966733837
2018-09-11,1.7365784966733837
2018-09-12,1.7365784966733837
2018-09-13,1.7365784966733837
2018-09-14,1.7365784966733837
2018-09-17,1.7365784966733837
2018-09-18,1.7365784966733837
2018-09-19,1.7365784966733837
2018-09-20,1.7365784966733837
2018-09-21,1.7365784966733837
2018-09-25,1.7365784966733837
2018-09-26,1.7365784966733837
2018-09-27,1.7365784966733837
2018-09-28,1.7365784966733837
2018-10-08,1.7365784966733837
2018-10-09,1.7365784966733837
2018-10-10,1.7365784966733837
2018-10-11,1.7365784966733837
2018-10-12,1.7365784966733837
2018-10-15,1.7365784966733837
2018-10-16,1.7365784966733837
2018-10-17,1.7365784966733837
2018-10-18,1.7365784966733837
2018-10-19,1.7365784966733837
2018-10-22,1.7365784966733837
2018-10-23,1.7365784966733837
2018-10-24,1.7365784966733837
2018-10-25,1.7365784966733837
2018-10-26,1.7365784966733837
2018-10-29,1.7365784966733837
2018-10-30,1.7365784966733837
2018-10-31,1.7365784966733837
2018-11-01,1.7365784966733837
2018-11-02,1.7365784966733837
2018-11-05,1.7365784966733837
2018-11-06,1.7365784966733837
2018-11-07,1.7365784966733837
2018-11-08,1.7365784966733837
2018-11-09,1.7365784966733837
2018-11-12,1.7365784966733837
2018-11-13,1.7365784966733837
2018-11-14,1.7365784966733837
2018-11-15,1.7365784966733837
2018-11-16,1.7365784966733837
2018-11-19,1.7365784966733837
2018-11-20,1.7365784966733837
2018-11-21,1.7365784966733837
2018-11-22,1.7365784966733837
2018-11-23,1.7365784966733837
2018-11-26,1.7365784966733837
2018-11-27,1.7365784966733837
2018-11-28,1.7365784966733837
2018-11-29,1.7365784966733837
2018-11-30,1.7365784966733837
2018-12-03,1.7365784966733837
2018-12-04,1.7365784966733837
2018-12-05,1.7365784966733837
2018-12-06,1.7365784966733837
2018-12-07,1.7365784966733837
2018-12-10,1.7365784966733837
2018-12-11,1.7365784966733837
2018-12-12,1.7365784966733837
2018-12-13,1.7365784966733837
2018-12-14,1.7365784966733837
2018-12-17,1.7365784966733837
2018-12-18,1.7365784966733837
2018-12-19,1.7365784966733837
2018-12-20,1.7365784966733837
2018-12-21,1.7365784966733837
2018-12-24,1.7365784966733837
2018-12-25,1.7365784966733837
2018-12-26,1.7365784966733837
2018-12-27,1.7365784966733837
2018-12-28,1.7365784966733837
2019-01-02,1.7365784966733837
2019-01-03,1.7365784966733837
2019-01-04,1.7365784966733837
2019-01-07,1.7365784966733837
2019-01-08,1.7365784966733837
2019-01-09,1.7365784966733837
2019-01-10,1.7365784966733837
2019-01-11,1.7365784966733837
2019-01-14,1.7365784966733837
2019-01-15,1.7365784966733837
2019-01-16,1.7365784966733837
2019-01-17,1.7365784966733837
2019-01-18,1.7365784966733837
2019-01-21,1.7365784966733837
2019-01-22,1.7365784966733837
2019-01-23,1.7365784966733837
2019-01-24,1.7365784966733837
2019-01-25,1.7365784966733837
2019-01-28,1.7365784966733837
2019-01-29,1.7365784966733837
2019-01-30,1.7365784966733837
2019-01-31,1.7365784966733837
2019-02-01,1.7365784966733837
2019-02-11,1.7365784966733837
2019-02-12,1.7365784966733837
2019-02-13,1.7365784966733837
2019-02-14,1.7365784966733837
2019-02-15,1.7365784966733837
2019-02-18,1.7365784966733837
2019-02-19,1.7365784966733837
2019-02-20,1.7365784966733837
2019-02-21,1.7365784966733837
2019-02-22,1.7365784966733837
2019-02-25,1.7365784966733837
2019-02-26,1.7365784966733837
2019-02-27,1.7365784966733837
2019-02-28,1.7365784966733837
2019-03-01,1.7365784966733837
2019-03-04,1.7365784966733837
2019-03-05,1.7365784966733837
2019-03-06,1.7365784966733837
2019-03-07,1.7365784966733837
2019-03-08,1.7365784966733837
2019-03-11,1.7365784966733837
2019-03-12,1.7365784966733837
2019-03-13,1.7365784966733837
2019-03-14,1.7365784966733837
2019-03-15,1.7365784966733837
2019-03-18,1.7365784966733837
2019-03-19,1.7365784966733837
2019-03-20,1.7365784966733837
2019-03-21,1.7365784966733837
2019-03-22,1.7380867634373671
2019-03-25,1.7038656760404565
2019-03-26,1.6781450719480744
2019-03-27,1.6924926716116058
2019-03-28,1.6769401159113622
2019-03-29,1.7305889916897828
2019-04-01,1.7751606066481462
2019-04-02,1.7787786663239935
2019-04-03,1.8008802588700532
2019-04-04,1.8178326240924996
2019-04-08,1.8168465422726792
2019-04-09,1.8139649503826534
2019-04-10,1.815233737733578
2019-04-11,1.7861356172336442
2019-04-12,1.7853873910478364
2019-04-15,1.779318376883374
2019-04-16,1.8217668727432224
2019-04-17,1.8270974033961516
2019-04-18,1.8198650355339767
2019-04-19,1.8313972822940734
2019-04-22,1.8001788983070495
2019-04-23,1.7909688235595256
2019-04-24,1.7926597374699655
2019-04-25,1.749104608194245
2019-04-26,1.7281482278144895
2019-04-29,1.7147658248127073
2019-04-30,1.7236352419149077
2019-05-06,1.6273983932558465
2019-05-07,1.6385558830106586
2019-05-08,1.6202832734392512
2019-05-09,1.5963168546477127
2019-05-10,1.6457339942557525
2019-05-13,1.625858098849995
2019-05-14,1.6146022864743435
2019-05-15,1.6454358348275233
2019-05-16,1.6549729610718142
2019-05-17,1.6138662666275692
2019-05-20,1.6073198614236546
2019-05-21,1.6271211189856882
2019-05-22,1.619134253791046
2019-05-23,1.5971912316676613
2019-05-24,1.5974597151340197
2019-05-27,1.6195114184687083
2019-05-28,1.6293282266555356
2019-05-29,1.6320079100200788
2019-05-30,1.627029627435317
2019-05-31,1.6230489611008385
2019-06-03,1.6182251055025658
2019-06-04,1.6026588876613854
2019-06-05,1.602176121353368
2019-06-06,1.583351314921642
2019-06-10,1.5969756050088613
2019-06-11,1.638178158409187
2019-06-12,1.62903090711302
2019-06-13,1.629792963416907
2019-06-14,1.61368602715349
2019-06-17,1.616848364841289
2019-06-18,1.6182682756282305
2019-06-19,1.6337473133323683
2019-06-20,1.672558824091629
2019-06-21,1.6808801877696966
2019-06-24,1.6843336298457328
2019-06-25,1.6697341204605858
2019-06-26,1.6664921056147832
2019-06-27,1.6779755270187453
2019-06-28,1.667944939921687
2019-07-01,1.7049135734487775
2019-07-02,1.7043760465922515
2019-07-03,1.6883177117154455
2019-07-04,1.6827103547314055
2019-07-05,1.6859635120610048
2019-07-08,1.6424600077604632
2019-07-09,1.6395854149180482
2019-07-10,1.6323471118634996
2019-07-11,1.6337237965323956
2019-07-12,1.6408825904060833
2019-07-15,1.6473995996100312
2019-07-16,1.6448415876891576
2019-07-17,1.641524487060584
2019-07-18,1.624437852108768
2019-07-19,1.6373295378844468
2019-07-22,1.616485478220753
2019-07-23,1.6237480259762263
2019-07-24,1.6368126722164686
2019-07-25,1.6446978552474176
2019-07-26,1.6487186121266122
2019-07-29,1.6467398413860264
2019-07-30,1.6530845060416008
2019-07-31,1.641979817101966
2019-08-01,1.62868733786389
2019-08-02,1.60577055224448
2019-08-05,1.5798226190856923
2019-08-06,1.5552196789082178
2019-08-07,1.5502495712110655
2019-08-08,1.5647363679334847
2019-08-09,1.5536503804490667
2019-08-12,1.5761823864270135
2019-08-13,1.5662522496612685
2019-08-14,1.5727781616537782
2019-08-15,1.5766321172303068
2019-08-16,1.5811261777051486
2019-08-19,1.6143140936899119
2019-08-20,1.6125812414861866
2019-08-21,1.6127657363812131
2019-08-22,1.61450435580017
2019-08-23,1.6223374099245123
2019-08-26,1.6033795096034156
2019-08-27,1.6250070706528768
2019-08-28,1.6202831054621085
2019-08-29,1.6186944896315507
2019-08-30,1.616072534411703
2019-09-02,1.6372767370692694
2019-09-03,1.6406628763034778
2019-09-04,1.6559251675011977
2019-09-05,1.6718567916200537
2019-09-06,1.6795481850207492
2019-09-09,1.6936232697664986
2019-09-10,1.6916431552087714
2019-09-11,1.684705363262449
2019-09-12,1.697260702806133
2019-09-16,1.6969915474312038
2019-09-17,1.6675190618726523
2019-09-18,1.6717413353306632
2019-09-19,1.6793676655847662
2019-09-20,1.6833810874620643
2019-09-23,1.666936125195226
2019-09-24,1.6715632795594386
2019-09-25,1.6548170222910412
2019-09-26,1.6400658295460684
2019-09-27,1.6417901149155176
2019-09-30,1.6266846023842845
2019-10-08,1.6313774358112791
2019-10-09,1.6376968479030733
2019-10-10,1.6504933466312421
2019-10-11,1.6650206818374247
2019-10-14,1.684185529998284
2019-10-15,1.6747578128662481
2019-10-16,1.6678519925694129
2019-10-17,1.6670803055760128
2019-10-18,1.645135267726916
2019-10-21,1.6459620512231101
2019-10-22,1.6542276464898131
2019-10-23,1.6470824027723006
2019-10-24,1.6466919679003675
2019-10-25,1.6545371723713627
2019-10-28,1.6686008346714107
2019-10-29,1.6541134780251825
2019-10-30,1.6457957538518728
2019-10-31,1.6400482479384697
2019-11-01,1.6563661634930733
2019-11-04,1.6660487579429115
2019-11-05,1.6750469015287737
2019-11-06,1.667786537476155
2019-11-07,1.667853112417031
2019-11-08,1.659717699435893
2019-11-11,1.629364061779305
2019-11-12,1.6320789083590457
2019-11-13,1.6267135504452042
2019-11-14,1.6293053257717531
2019-11-15,1.618931841334136
2019-11-18,1.6289304567817071
2019-11-19,1.6428113039581553
2019-11-20,1.6299681075843253
2019-11-21,1.6258159925795674
2019-11-22,1.6155416706485033
2019-11-25,1.6272331037474648
2019-11-26,1.6277322198307014
2019-11-27,1.6255678343474715
2019-11-28,1.6180081350266249
2019-11-29,1.6080907085313416
2019-12-02,1.61023292103174
2019-12-03,1.6152115395707876
2019-12-04,1.6115255051445423
2019-12-05,1.623481446250819
2019-12-06,1.6305057464256134
2019-12-09,1.6318853426983155
2019-12-10,1.6334745184526822
2019-12-11,1.6374508733738324
2019-12-12,1.6325688976841979
2019-12-13,1.6616726734146012
2019-12-16,1.671032415796239
2019-12-17,1.6923259822937025
2019-12-18,1.6893149920114443
2019-12-19,1.6893269743809542
2019-12-20,1.6825361064420825
2019-12-23,1.658914992663481
2019-12-24,1.6700738822278154
2019-12-25,1.6696258871883296
2019-12-26,1.6838894422881479
2019-12-27,1.6825909229829714
2019-12-30,1.7021817611776273
2019-12-31,1.7078370476397076
2020-01-02,1.7274755913428803
2020-01-03,1.726685090909502
2020-01-06,1.7264737196716493
2020-01-07,1.738452281699805
2020-01-08,1.7172261300289307
2020-01-09,1.7328980614852276
2020-01-10,1.731447186911655
2020-01-13,1.7444815972662175
2020-01-14,1.7395827118775549
2020-01-15,1.7301857905550073
2020-01-16,1.7212513662985958
2020-01-17,1.7220431545567345
2020-01-20,1.7334050165017885
2020-01-21,1.7089669178936486
2020-01-22,1.713789317690018
2020-01-23,1.6666289509936736
2020-02-03,1.537889869046205
2020-02-04,1.558428938211201
2020-02-05,1.5779144547374067
2020-02-06,1.6050270294186675
2020-02-07,1.6103204931154484
2020-02-10,1.6184529385003996
2020-02-11,1.6247165821808291
2020-02-12,1.638840492282713
2020-02-13,1.6271797430084782
2020-02-14,1.6333020619195462
2020-02-17,1.6706012184710193
2020-02-18,1.6706012184710193
2020-02-19,1.6706012184710193
2020-02-20,1.6706012184710193
2020-02-21,1.6706012184710193
2020-02-24,1.6706012184710193
2020-02-25,1.6706012184710193
2020-02-26,1.6706012184710193
2020-02-27,1.6706012184710193
2020-02-28,1.6706012184710193
2020-03-02,1.6706012184710193
2020-03-03,1.6706012184710193
2020-03-04,1.6706012184710193
2020-03-05,1.6706012184710193
2020-03-06,1.6706012184710193
2020-03-09,1.6706012184710193
2020-03-10,1.6706012184710193
2020-03-11,1.6706012184710193
2020-03-12,1.6706012184710193
2020-03-13,1.6706012184710193
2020-03-16,1.6706012184710193
2020-03-17,1.6706012184710193
2020-03-18,1.6706012184710193
2020-03-19,1.6706012184710193
2020-03-20,1.6706012184710193
2020-03-23,1.6706012184710193
2020-03-24,1.6706012184710193
2020-03-25,1.6706012184710193
2020-03-26,1.6706012184710193
2020-03-27,1.6706012184710193
2020-03-30,1.6706012184710193
2020-03-31,1.6706012184710193
2020-04-01,1.6706012184710193
2020-04-02,1.6706012184710193
2020-04-03,1.6706012184710193
2020-04-07,1.6706012184710193
2020-04-08,1.6706012184710193
2020-04-09,1.6706012184710193
2020-04-10,1.6706012184710193
2020-04-13,1.6706012184710193
2020-04-14,1.6706012184710193
2020-04-15,1.6706012184710193
2020-04-16,1.6706012184710193
2020-04-17,1.6706012184710193
2020-04-20,1.6706012184710193
2020-04-21,1.6706012184710193
2020-04-22,1.6706012184710193
2020-04-23,1.6706012184710193
2020-04-24,1.6706012184710193
2020-04-27,1.6706012184710193
2020-04-28,1.6706012184710193
2020-04-29,1.6706012184710193
2020-04-30,1.6706012184710193
2020-05-06,1.6706012184710193
2020-05-07,1.6706012184710193
2020-05-08,1.6706012184710193
2020-05-11,1.6706012184710193
2020-05-12,1.6706012184710193
2020-05-13,1.6706012184710193
2020-05-14,1.6706012184710193
2020-05-15,1.6706012184710193
2020-05-18,1.6706012184710193
2020-05-19,1.6706012184710193
2020-05-20,1.6706012184710193
2020-05-21,1.6706012184710193
2020-05-22,1.6706012184710193
2020-05-25,1.6706012184710193
2020-05-26,1.6706012184710193
2020-05-27,1.6706012184710193
2020-05-28,1.6706012184710193
2020-05-29,1.6706012184710193
2020-06-01,1.6706012184710193
2020-06-02,1.6706012184710193
2020-06-03,1.6706012184710193
2020-06-04,1.6706012184710193
2020-06-05,1.677210199656724
2020-06-08,1.6812000128762734
2020-06-09,1.6916956841239714
2020-06-10,1.6846229348645534
2020-06-11,1.6715432902910425
2020-06-12,1.6708817455067226
2020-06-15,1.6538794722791288
2020-06-16,1.677753856702661
2020-06-17,1.6801137288714323
2020-06-18,1.6820835414165078
2020-06-19,1.6982896718206197
2020-06-22,1.6969377398150165
2020-06-23,1.6999985862107025
2020-06-24,1.7051090768966306
2020-06-29,1.6947886921259543
2020-06-30,1.7080411624130158
2020-07-01,1.7316798858138984
2020-07-02,1.7686418693719292
2020-07-03,1.8042618784323563
2020-07-06,1.9073095534992934
2020-07-07,1.9144378702315117
2020-07-08,1.9476886218857428
2020-07-09,1.97467312520144
2020-07-10,1.9361757396915664
2020-07-13,1.9704914296582032
2020-07-14,1.9540857485047036
2020-07-15,1.9235756006325726
2020-07-16,1.8370449705729657
2020-07-17,1.839351278215948
2020-07-20,1.8965899527757257
2020-07-21,1.9004503183912846
2020-07-22,1.90747139161781
2020-07-23,1.9028627249988113
2020-07-24,1.829416489358485
2020-07-27,1.8342569827872832
2020-07-28,1.8472667531236269
2020-07-29,1.8853752235509538
2020-07-30,1.8853752235509538
2020-07-31,1.8853752235509538
2020-08-03,1.8853752235509538
2020-08-04,1.8853752235509538
2020-08-05,1.8853752235509538
2020-08-06,1.8853752235509538
2020-08-07,1.8853752235509538
2020-08-10,1.8853752235509538
2020-08-11,1.8853752235509538
2020-08-12,1.8853752235509538
2020-08-13,1.8853752235509538
2020-08-14,1.8853752235509538
2020-08-17,1.8853752235509538
2020-08-18,1.8853752235509538
2020-08-19,1.8853752235509538
2020-08-20,1.8609072086867096
2020-08-21,1.8701919435064478
2020-08-24,1.8729334896982686
2020-08-25,1.866261792821358
2020-08-26,1.842009913010414
2020-08-27,1.8532808000744905
2020-08-28,1.8829841845763617
2020-08-31,1.878487170340935
2020-09-01,1.886746051966817
2020-09-02,1.8835346734208431
2020-09-03,1.8725696503725575
2020-09-04,1.856187199723909
2020-09-07,1.8214596018420122
2020-09-08,1.8346402996163718
2020-09-09,1.8004585990229223
2020-09-10,1.7895027590867045
2020-09-11,1.8036219045304225
2020-09-14,1.813838227345444
2020-09-15,1.8231683245259978
2020-09-16,1.8166654088232919
2020-09-17,1.809203079189339
2020-09-18,1.8466296268998519
2020-09-21,1.834926912288793
2020-09-22,1.8113420251416927
2020-09-23,1.8143342813569472
2020-09-24,1.7830596442523423
2020-09-25,1.7809804438483798
2020-09-28,1.779938603188334
2020-09-29,1.7837140239670817
2020-09-30,1.7802248839410413
2020-10-09,1.8101109902450754
2020-10-12,1.8579013437632124
2020-10-13,1.858612039189305
2020-10-14,1.8481169038151253
2020-10-15,1.8433621539223333
2020-10-16,1.8456717619272671
2020-10-19,1.8325658567283005
2020-10-20,1.8411049339121461
2020-10-21,1.8394020751430955
2020-10-22,1.832473693687912
2020-10-23,1.813386484615665
2020-10-26,1.7985173665797825
2020-10-27,1.8002858901321113
2020-10-28,1.8085408993613383
2020-10-29,1.8104712337738933
2020-10-30,1.7838098381243166
2020-11-02,1.7838098381243166
2020-11-03,1.7838098381243166
2020-11-04,1.7838098381243166
2020-11-05,1.7838098381243166
2020-11-06,1.7838098381243166
2020-11-09,1.7838098381243166
2020-11-10,1.7838098381243166
2020-11-11,1.7838098381243166
2020-11-12,1.7838098381243166
2020-11-13,1.7838098381243166
