时间,上证指数,上证50,沪深300,中证500,万得全A
2011-01-13,,,,,
2011-01-14,0.006520370625231958,0.013225439525913292,0.009522004971689776,0.005174748820608023,0.005858445598965738
2011-01-17,0.00658271182372751,0.013348142230806903,0.009645398315909472,0.005245515208119465,0.005926004962147315
2011-01-18,0.00659990399287248,0.013374692414950786,0.009671591144958521,0.0052648468939619,0.0059429267380807825
2011-01-19,0.006617740988254346,0.013402914369578545,0.009706397343072364,0.005287008546155066,0.0059565340990515355
2011-01-20,0.006679227324354177,0.013508583970815741,0.009794271368926338,0.005335263545843425,0.006014742992637954
2011-01-21,0.006707540713981542,0.013576614275717812,0.00982917612891053,0.005351277459018271,0.006037955367926509
2011-01-24,0.0067048526575532955,0.013605219815239789,0.00984404553459581,0.0053744740134655175,0.006044676647704262
2011-01-25,0.006675730501518837,0.013486604649831094,0.00981683517448985,0.005400105676324317,0.006032904949065896
2011-01-26,0.006697704420933967,0.013528335721060322,0.009848239167210055,0.0054133629192464365,0.006049599286904897
2011-01-27,0.00672342246440285,0.013549145925053045,0.009872347456612425,0.00543862944332419,0.006073405621001635
2011-01-28,0.006741640733597351,0.013577696912523824,0.00989279726266661,0.005452517305418734,0.006089440736413083
2011-01-31,0.006771114616312001,0.013609963947303754,0.009920875895399263,0.005480275077233762,0.006114776781435477
2011-02-01,0.00674471401079932,0.01356333041712309,0.009876314493054409,0.005464092641933086,0.00608167106808806
2011-02-09,0.006762097830509169,0.01360579699756311,0.009900218736462891,0.005478004629840043,0.006096961120962095
2011-02-10,0.006791902617806517,0.013702765913630592,0.009947835380302106,0.005491025563150333,0.006123178058615002
2011-02-11,0.006782627670751462,0.013690307604567962,0.009934175202223084,0.005489587370718442,0.00611549849195624
2011-02-14,0.0067785712983801675,0.013770662022518887,0.009936206604903412,0.005439822718086692,0.006103926904178306
2011-02-15,0.006757024273144482,0.013695503871072904,0.009897141595531369,0.005432260390784417,0.006085313630244816
2011-02-16,0.0067520453578357635,0.013675758690436779,0.00988572805986783,0.005429780119724709,0.006083098257732933
2011-02-17,0.0067443516449141715,0.013662629963129015,0.009871295312832587,0.005426925283387999,0.00607758338926168
2011-02-18,0.006731546526855004,0.013650678823751572,0.009856969464335688,0.005429354787941391,0.0060701792076139184
2011-02-21,0.00673532698148868,0.013651142508666532,0.009862915498223102,0.0054392967336699,0.00607547895155438
2011-02-22,0.006737457929584523,0.013620018921839365,0.009858644108135667,0.0054571617176315075,0.006081975108816561
2011-02-23,0.006739991527247176,0.013606589299296949,0.009859501647071181,0.00546653057679108,0.006086649289817955
2011-02-24,0.006720810916226583,0.01357005912986474,0.009832096129297344,0.0054549840464755295,0.006070820963235447
2011-02-25,0.006715457307081957,0.013555793845313776,0.009824147557647727,0.0054515857304523255,0.006067092396180426
2011-02-28,0.0067094832508229245,0.013534802229572747,0.009817706380607536,0.005448721268098089,0.006064064435137216
2011-03-01,0.0066864450293901935,0.013485080715689731,0.009779521084469282,0.005432577739763536,0.006043324970674943
2011-03-02,0.006671987044397788,0.013454605046169443,0.009761070659671377,0.0054218652873406605,0.006031908880752813
2011-03-03,0.00664618610623883,0.01338390935644572,0.009726643201904597,0.005419797642021641,0.006013253885332055
2011-03-04,0.006649414784250287,0.01337212802772406,0.009724748099818875,0.005421109681887583,0.006016350680649674
2011-03-07,0.0066545449392518205,0.013332702363948158,0.009710176708796925,0.00541918908664129,0.006021732156079583
2011-03-08,0.00664027871746604,0.013301050133909857,0.009683092592622341,0.005406064093916311,0.006007730166335018
2011-03-09,0.00663475412798106,0.01328602351596812,0.009669984658503869,0.005403661631303097,0.0060022972465699305
2011-03-10,0.006648863717024067,0.013322905571243852,0.009686288105699471,0.0054077632439338535,0.006014286757140862
2011-03-11,0.006648389735631804,0.013310189555068243,0.009685341971386851,0.005408385812545932,0.006014180455318676
2011-03-14,0.006650045310143814,0.01330995071419877,0.009689537061788538,0.00541617523210703,0.006018707113919384
2011-03-15,0.00665655048296529,0.013317022624569541,0.009699970518434029,0.00541834918505162,0.006026836105831495
2011-03-16,0.006634297283059232,0.013295045979488298,0.009668748844856839,0.005388287913179423,0.00600364968762587
2011-03-17,0.006636834637543484,0.013292994704466106,0.009672458546353608,0.005401381803617544,0.0060090724740396685
2011-03-18,0.006633687801238879,0.01327916085238822,0.009665027478913608,0.005402128090209728,0.006006750743146387
2011-03-21,0.006635734720167814,0.013278297803027547,0.009667093320984805,0.005409745327130038,0.0060093336623787364
